id;hotel_name;address;stars;phone;website;ostrovok_url;source_url;enrichment_source
195;Апарт-отель Diamond Apartments;1 Красногвардейский проезд, д. 21/2, Москва;5;;;https://ostrovok.ru/hotel/russia/moscow/mid8869265/hotel_diamond_apartments/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
196;Отель Особняк 1830;Съезжинский переулок, д.10, строение 5, Москва;4;;;https://ostrovok.ru/hotel/russia/moscow/mid10213247/osobnyak_na_syezzhinskom_apartments_2/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
197;Отель Астро Плаза;проспект Ленинского Комсомола, 41, Видное;4;;;https://ostrovok.ru/hotel/russia/moscow/mid9091582/astro_plaza_hotel/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
198;Отель Времена Года;Большой Кисловский переулок 1, строение 2, Москва, Москва;4;;;https://ostrovok.ru/hotel/russia/moscow/mid7029613/vremena_goda_2/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
199;Отель Skypoint Gamma Delta Alfa;141402, г Москва, вн.тер.г. муниципальный округ Молжаниновский, ш Международное, д. 28Б, стр. 3, Москва;4;;;https://ostrovok.ru/hotel/russia/moscow/mid7770271/skypoint_hotel/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
200;Гостиница Памир-ТяньШань;улица Новая, д. 100, Сколково;4;;;https://ostrovok.ru/hotel/russia/moscow/mid8877200/hotel_pamir_tyanshyan/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
201;Отель Норд Стар;улица Свердлова, д.20/3, Химки;4;;;https://ostrovok.ru/hotel/russia/moscow/mid7853685/north_star_hotel/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
202;Апарт-отель Окно;Петровка улица, 26, стр. 3, Москва;4;;;https://ostrovok.ru/hotel/russia/moscow/mid13285109/apartment_hotel_okno_butik_aparthotel/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
203;Бутик Отель Брайтон;Петровско-Разумовский проезд, д.29, Москва;4;;;https://ostrovok.ru/hotel/russia/moscow/mid7400924/brighton_hotel/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
204;Москоу Кантри Клаб;Московская область, Красногорский район, Нахабино;5;;;https://ostrovok.ru/hotel/russia/moscow/mid7807955/moscow_country_club_8/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
205;Sheraton Skypoint Luxe;шоссе Международное, д.28Б, стр.5, Москва;5;;;https://ostrovok.ru/hotel/russia/moscow/mid8022376/sheraton_moscow_sheremetyevo_airport_hotel/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
206;Бутик-отель Казначейский;Большой Златоустинский переулок, д. 7с1, помещ. 1/Ч, Москва;4;;;https://ostrovok.ru/hotel/russia/moscow/mid11323757/kaznacheyskiy_boutique_hotel/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
207;Отель Плаза;Лухмановская улица, д.37, Москва;4;;;https://ostrovok.ru/hotel/russia/moscow/mid11202171/plaza_hotel_75/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
208;Отель Veshki Park;Липкинское шоссе, 2-й километр, вл. 7, стр. 1, Москва;4;;;https://ostrovok.ru/hotel/russia/moscow/mid6580436/veshki_park_hotel/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
209;Гостиница Кадашевская;набережная Кадашевская, д.26, Москва;4;;;https://ostrovok.ru/hotel/russia/moscow/mid7597455/kadashevskaya_hotel/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
210;Бутик-Отель Чемодановъ;улица Покровка, д.2/1 стр.1, Москва;4;;;https://ostrovok.ru/hotel/russia/moscow/mid8744325/chemodanov_butikhotel/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
211;Отель Ribella;улица 1-я Машиностроения, д.10, Москва;4;;;https://ostrovok.ru/hotel/russia/moscow/mid8846991/ribella/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
212;Апарт-отель Веста Подлипки;улица Грабина, д. 10б, Королёв;4;;;https://ostrovok.ru/hotel/russia/moscow/mid13290973/vesta_podlipki_apartment_hotel/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
213;Отель в Центре Гимнастики Ирины Винер-Усмановой;ул. Олимпийская 15, Центр гимнастики Ирины Винер, Новогорск, Химки;5;;;https://ostrovok.ru/hotel/russia/moscow/mid10613300/v_tsentre_gimnastiki_iriny_vinerusmanovoy_hotel/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
214;GOPARK Hotel;деревня Голиково, Шоссейная улица, стр. 4, Голиково;4;;;https://ostrovok.ru/hotel/russia/moscow/mid9250776/gopark_hotel/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
215;Отель Радио;улица Радио, д.14. строение 1, Москва;4;;;https://ostrovok.ru/hotel/russia/moscow/mid8854265/radio_hotel_2/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
216;Бутик-Отель Loft;улица Академика Легостаева, д.13, Королёв;4;;;https://ostrovok.ru/hotel/russia/moscow/mid8871248/loft_boutique_hotel_2/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
217;Гостиница Four Seasons Hotel Moscow;улица Охотный Ряд, д. 2, Москва;5;+7 499 277-71-00;https://fourseasons.com;https://ostrovok.ru/hotel/russia/moscow/mid6374284/four_seasons_hotel_moscow/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;moscow_hotels_contacts.csv
218;База Отдыха Остров Рыболовная усадьба;Московская область, Ленинский район, село Остров, Новая ул., 1А, Остров;4;;;https://ostrovok.ru/hotel/russia/moscow/mid10268813/rybolovnaya_usadba_ostrov_2/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
219;Отель Репин;улица Репина, д.6, стр. 8, Химки;4;;;https://ostrovok.ru/hotel/russia/moscow/mid9209404/repin_2/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
220;Авторский Отель Паррадоссо;Настасьинский переулок, д. 8/1, Москва;5;;;https://ostrovok.ru/hotel/russia/moscow/mid9716237/avtorskij_hotel_parradosso/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
221;Апарт-отель Международная;Краснопресненская наб., 12, Москва, Москва;4;;;https://ostrovok.ru/hotel/russia/moscow/mid8748311/apartment_hotel_mezhdunarodnaya/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
222;Отель Везендорф ВДНХ;улица Проходчиков, д.16с1, Москва;4;;;https://ostrovok.ru/hotel/russia/moscow/mid6945292/hotel_wesendorf/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
223;Отель Городской Malvida;Таболово, д. 19а, Видное;4;;;https://ostrovok.ru/hotel/russia/moscow/mid8734795/malvida_hotel/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
224;Парк-Отель Орловский;Орловский проезд, строение 12, Богданиха;5;;;https://ostrovok.ru/hotel/russia/moscow/mid7700514/gostinichnyi_kompleks_orlovskii/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
225;Отель Истра Гарден;3-я Песчаная улица, д.2, Москва;4;;;https://ostrovok.ru/hotel/russia/moscow/mid9974554/istra_garden_otel/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
226;Парк-Отель Юдино;Одинцовский р-н, с.Юдино, 1б, Москва;4;;;https://ostrovok.ru/hotel/russia/moscow/mid8732812/yudino_parkhotel/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
