название;тип_лофт;телефон;сайт;ссылка
Luis LoftГаусс;Конференц-зал;+79857736533;N/A;https://www.loft2rent.ru/loft/6753/6758/
Luis LoftПереговорная;Переговорная;+79857736533;N/A;https://www.loft2rent.ru/loft/6753/15530/
Luis LoftРэлей;Зал, спорт-зал, конференц-зал;+79857736533;N/A;https://www.loft2rent.ru/loft/6753/6757/
Luis LoftТейлор;Зал, конференц-зал, учебный зал;+79857736533;N/A;https://www.loft2rent.ru/loft/6753/6756/
Luis LoftШредингер;Зал, конференц-зал;+79857736533;N/A;https://www.loft2rent.ru/loft/6753/6755/
Lumen Fashion StudioLumen Moscow;Лофт, зал, фотостудия, учебный зал;+79857332203;N/A;https://www.loft2rent.ru/loft/143994/143996/
Luna Loft - с вип балконом в арт пространстве и грилем;с вип балконом в арт пространстве и грилем - Лофт, бар, веранда;+7 (495)0080403;https://www.loft2rent.ru/loft/30985/;https://www.loft2rent.ru/loft/30985/76743/
Luxury air wooden apartments;Апартаменты;+79021444676;https://www.loft2rent.ru/loft/19512/;https://www.loft2rent.ru/loft/19512/26593/
Madame RocheCABARET MUTANT;Лофт, ресторан, особняк;+7 (495) 019-01-11;N/A;https://www.loft2rent.ru/loft/185309/185346/
Madame RocheLABORATORY;Лофт, особняк;+7 (495) 019-01-11;N/A;https://www.loft2rent.ru/loft/185309/185358/
Madame RocheВЕРАНДА;Лофт, особняк, веранда;+7 (495) 019-01-11;N/A;https://www.loft2rent.ru/loft/185309/185366/
Maddittoni;;89067824660;N/A;https://www.loft2rent.ru/loft/201729/201936/
Mady Restaurant & Terrace;Ресторан, бар, зал, концертный зал;+7 926 012 04 68;https://www.loft2rent.ru/loft/79893/;https://www.loft2rent.ru/loft/79893/79904/
Magic Time Loft;Лофт, игровой зал, детский центр, антикафе;+79230000750;N/A;https://www.loft2rent.ru/loft/85740/85748/
Magma лофт на Менделеевской с караоке и PS 5 !;Лофт;7 (499) 322-24-13;https://www.loft2rent.ru/loft/66644/;https://www.loft2rent.ru/loft/66644/210104/
Main&Dizzy двухкомнатный лофт в центре;Лофт;+79933450544;https://www.loft2rent.ru/loft/136868/;https://www.loft2rent.ru/loft/136868/152214/
MaldivesInMoscowКриминальное чтиво. Pulp Fiction;Аппартаменты, лофт;+7 925 107 37 62;N/A;https://www.loft2rent.ru/loft/152747/200473/
MaldivesInMoscowМексика. Лос-Кабос;Аппартаменты, лофт;+7 925 107 37 62;N/A;https://www.loft2rent.ru/loft/152747/200803/
"MaldivesInMoscowОстров ""Бияду""";Аппартаменты, фотостудия;+7 925 107 3762;N/A;https://www.loft2rent.ru/loft/152747/200310/
"MaldivesInMoscowОстров ""Камаду""";Лофт, зал;+7 925 107 3762;N/A;https://www.loft2rent.ru/loft/152747/200294/
"MaldivesInMoscowОстров ""Лавиани""";Аппартаменты, фотостудия;+79251073762;N/A;https://www.loft2rent.ru/loft/152747/200250/
"MaldivesInMoscowОстров ""Маалхос""";Лофт, фотостудия;+7 925 107 37 62;N/A;https://www.loft2rent.ru/loft/152747/200325/
Mansarda на Сретенке;Лофт, конференц-зал, учебный зал, переговорная;89257951550;https://www.loft2rent.ru/loft/117522/;https://www.loft2rent.ru/loft/117522/117533/
MANUL;Ресторан;89031281317;https://www.loft2rent.ru/loft/167727/;https://www.loft2rent.ru/loft/167727/167808/
Markofken Art Gallery;Лофт, бар, зал, галерея;+79657648282;N/A;https://www.loft2rent.ru/loft/95622/96173/
Mason ST.ONE;Банкетный зал, бар, зал;+79253830802;N/A;https://www.loft2rent.ru/loft/200295/200346/
MEDIAPORT;Лофт, бар, зал;89872087380;N/A;https://www.loft2rent.ru/loft/121847/122273/
MeettroomЗал «Лондон»;Кабинет, коворкинг, учебный зал, переговорная;+74957257987;N/A;https://www.loft2rent.ru/loft/51193/51220/
MeettroomЗал «Лос Анджелес»;Переговорная;+74957257987;N/A;https://www.loft2rent.ru/loft/51193/51216/
MeettroomЗал «Нью Йорк»;Конференц-зал, учебный зал, переговорная;+74957257987;N/A;https://www.loft2rent.ru/loft/51193/51212/
MeettroomЗал «Париж»;Кабинет, коворкинг, учебный зал, переговорная;+74957257987;N/A;https://www.loft2rent.ru/loft/51193/51230/
MeettroomЗал «Рим»;Кабинет, коворкинг, учебный зал, переговорная;+74957257987;N/A;https://www.loft2rent.ru/loft/51193/51224/
MEMPHIS;Лофт, фотостудия;+79219254594;https://www.loft2rent.ru/loft/79646/;https://www.loft2rent.ru/loft/79646/177914/
METALLIC - металлический лофт с яркими акцентами, 8 минут от метро;металлический лофт с яркими акцентами, 8 минут от метро - Лофт, ночной клуб;+7 958 578 23 62;https://www.loft2rent.ru/loft/loftaviator/;https://www.loft2rent.ru/loft/3593/107519/
Midnight Cocktail Club Midnight Cocktail Club;Лофт, бар;+79312377218;N/A;https://www.loft2rent.ru/loft/157541/157544/
MIR EVENTANIMA Event / Анима Лофт;Лофт, бар, конференц-зал;7 985 738-18-15;N/A;https://www.loft2rent.ru/loft/41580/89646/
MIR EVENTBIZI Event / Бизи Лофт;Ресторан;+79857381815;N/A;https://www.loft2rent.ru/loft/41580/43553/
MIR EVENTIZI Event / Изи Лофт;Лофт, зал, ночной клуб, кальянная;+79857381815;N/A;https://www.loft2rent.ru/loft/41580/41582/
MIR EVENTPIPL Event / Пипл Лофт;Лофт, бар, зал, кальянная;9857381815;N/A;https://www.loft2rent.ru/loft/41580/85410/
MIR EVENTPUSH / Пуш Лофт;Банкетный зал, лофт, бар, ночной клуб;+79168840690;N/A;https://www.loft2rent.ru/loft/41580/210196/
MIR EVENTVIBE Event / Вайб Лофт;Лофт, зал, ночной клуб;+7 985 738 18 15;N/A;https://www.loft2rent.ru/loft/41580/147635/
Misty Kids Club;Игровой зал, детский центр;+7 925 416 99 04;N/A;https://www.loft2rent.ru/loft/186700/186706/
MOMENT — большой зал для масштабных праздников, банкетов и событий;Лофт, зал;+7 (903) 195-93-49;https://www.loft2rent.ru/loft/151727/;https://www.loft2rent.ru/loft/151727/202633/
MONDRIAN;Лофт, зал, веранда;+7 (495) 120-19-05;https://www.loft2rent.ru/loft/5338/;https://www.loft2rent.ru/loft/5338/29282/
MONTBLANC HALL;Лофт, зал, концертный зал;+7 495 120-19-05;https://www.loft2rent.ru/loft/5338/;https://www.loft2rent.ru/loft/5338/29002/
Moon Loft на Бауманской с караоке и PS 4 !;Лофт;+7 (499) 302-53-72;https://www.loft2rent.ru/loft/66644/;https://www.loft2rent.ru/loft/66644/97421/
Moon Soul;Лофт, фотостудия;;https://www.loft2rent.ru/loft/153561/;https://www.loft2rent.ru/loft/153561/153566/
Moonlight Lounge;Лофт, клуб, кальянная;+7(999)938-56-63;N/A;https://www.loft2rent.ru/loft/106129/106135/
More Loft;Лофт;+79956228279;https://www.loft2rent.ru/loft/74440/;https://www.loft2rent.ru/loft/74440/140532/
MORRISON;Лофт, зал;+7 (495) 120-19-05;https://www.loft2rent.ru/loft/5338/;https://www.loft2rent.ru/loft/5338/29285/
Moscow City apartment 48 floor;Апартаменты;+7 (902) 144-46-76;https://skyrent24.ru;https://www.loft2rent.ru/loft/19512/33181/
Moscow CityHeavy Style Apartment;Аппартаменты;89030135818;N/A;https://www.loft2rent.ru/loft/174365/174372/
Moscow CityQICity;Аппартаменты;89030135818;N/A;https://www.loft2rent.ru/loft/174365/174367/
Moscow CityАпартаменты в Москва-Сити;Аппартаменты;89030135818;N/A;https://www.loft2rent.ru/loft/174365/175174/
Mousse Loft - с верандой на крыше в центре Москвы;с верандой на крыше в центре Москвы - Лофт, крыша, конференц-зал, веранда;+74998881829;https://www.loft2rent.ru/loft/1821/;https://www.loft2rent.ru/loft/1821/180816/
MPSELLERSКонференц зал MPS;Лофт, бар, конференц-зал;89856265900;N/A;https://www.loft2rent.ru/loft/176710/176713/
MPSELLERSПереговорная комната;Переговорная;89856265900;N/A;https://www.loft2rent.ru/loft/176710/176723/
MPSELLERSПереговорная комната;Переговорная;89856265900;N/A;https://www.loft2rent.ru/loft/176710/176724/
Multiloft на Люсиновской;Лофт;89958867517;https://www.loft2rent.ru/loft/135091/;https://www.loft2rent.ru/loft/135091/135301/
Music Loft;Лофт;+79959001274;https://www.loft2rent.ru/loft/45889/;https://www.loft2rent.ru/loft/45889/45892/
MusicStudio LoftLoft MusicStudio;Лофт, зал;+7-916-283-61-11;N/A;https://www.loft2rent.ru/loft/37300/37302/
My Hygge Place ЛофтMy Hygge Place, Элитный Лофт на Тульской;Лофт, ресторан, зал;+7 958 578-01-17;N/A;https://www.loft2rent.ru/loft/173968/173970/
My loft;Лофт;89160206344;N/A;https://www.loft2rent.ru/loft/155584/155586/
MY STORY;Лофт, фотостудия, кулинарная студия;89015204077;N/A;https://www.loft2rent.ru/loft/91500/91504/
Myata Platinum Менделеевская;Ресторан, бар, кальянная;89165900222;N/A;https://www.loft2rent.ru/loft/197737/197746/
Neon space loft;Лофт, фотостудия;+79651468019;https://www.loft2rent.ru/loft/122092/;https://www.loft2rent.ru/loft/122092/122094/
NeonLoft;Лофт;+79268244318;https://www.loft2rent.ru/loft/179457/;https://www.loft2rent.ru/loft/179457/179462/
New Holland Loft;Лофт, бар, зал;+7 (995) 626-65-65;https://www.loft2rent.ru/loft/134148/;https://www.loft2rent.ru/loft/134148/178243/
New York;Лофт, кальянная;+79990071109;https://www.loft2rent.ru/loft/125195/;https://www.loft2rent.ru/loft/125195/125526/
Nice LoftNice Loft площадка для любых мероприятий;Лофт, фотостудия, учебный зал;+79166753770;N/A;https://www.loft2rent.ru/loft/2576/3747/
Nice LoftNiceLoft Коворкинг/ Переговорная/ Консультационная;Кабинет, учебный зал, переговорная;+79166753770;N/A;https://www.loft2rent.ru/loft/2576/18687/
Night LiveBalzi Rossi;Зал;+7 909 916-06-25;N/A;https://www.loft2rent.ru/loft/172993/184298/
Night LiveКлуб Cub Msk;Лофт, ночной клуб;+7 909 916-06-25;N/A;https://www.loft2rent.ru/loft/172993/173247/
Night LiveКлуб Jungle Mockow;Лофт, ночной клуб;+7 909 916-06-25;N/A;https://www.loft2rent.ru/loft/172993/173246/
Night LiveКлуб Ravers;Лофт, ночной клуб;+7 909 916-06-25;N/A;https://www.loft2rent.ru/loft/172993/178004/
Night LiveЛофт Vintage Измайлово;Лофт, зал, клуб;+7 909 916-06-25;N/A;https://www.loft2rent.ru/loft/172993/177883/
No Limits Event LoftMafia No Limits;Лофт, бар;89626818282;N/A;https://www.loft2rent.ru/loft/140724/140734/
No Limits Event LoftNo Limits Event Loft;Лофт, зал;+7 (911) 096-08-08;N/A;https://www.loft2rent.ru/loft/140724/140727/
Nora Loft;Лофт;89219899516;https://www.loft2rent.ru/loft/156687/;https://www.loft2rent.ru/loft/156687/156693/
Nord Loft;Бар, зал, клуб;+79217659992;https://www.loft2rent.ru/loft/88534/;https://www.loft2rent.ru/loft/88534/88547/
Not Bad Loft / Нот Бэд ЛофтNot Bad Loft Грибоедова 1;Лофт, бар, зал;+7 (812) 245-25-45;N/A;https://www.loft2rent.ru/loft/87948/95935/
Not Bad Loft / Нот Бэд ЛофтNot Bad Loft Грибоедова 2;Бар, зал;+7 (812) 245-25-45;N/A;https://www.loft2rent.ru/loft/87948/95943/
Not Bad Loft / Нот Бэд ЛофтNot Bad Loft Грибоедова 3;Лофт, зал, конференц-зал;+7 (812) 245-25-45;N/A;https://www.loft2rent.ru/loft/87948/95947/
Not Bad Loft / Нот Бэд ЛофтNot Bad Loft Курляндская / Нот Бэд Лофт;Лофт, зал, конференц-зал;+7 (812) 245-25-45;N/A;https://www.loft2rent.ru/loft/87948/87962/
Not Bad Loft / Нот Бэд ЛофтСтепана Разина;Лофт, зал, конференц-зал, кальянная;+7 (812) 245-25-45;N/A;https://www.loft2rent.ru/loft/87948/171111/
NoTime Loft;Лофт, переговорная;+7 (995) 626-65-65;https://www.loft2rent.ru/loft/134148/;https://www.loft2rent.ru/loft/118767/118769/
Noôdome7 этаж с террасой Тимирязев;Зал, крыша, конференц-зал, концертный зал;+79637216534;N/A;https://www.loft2rent.ru/loft/86136/86138/
NUANCE LOFT;Лофт;+7 (995) 626-65-65;https://www.loft2rent.ru/loft/134148/;https://www.loft2rent.ru/loft/118767/135932/
OBLAKA;Шатер;+79169605001;N/A;https://www.loft2rent.ru/loft/204567/204569/
Oblivion - Лофт в центре с дизайнерским ремонтом, караоке и отдельным входом;Лофт в центре с дизайнерским ремонтом, караоке и отдельным входом - Лофт, бар, зал;89301703019;https://www.loft2rent.ru/loft/58868/;https://www.loft2rent.ru/loft/58868/190269/
ODMOODMO Space;Лофт, конференц-зал, особняк;89651434140;https://odmo.space;https://www.loft2rent.ru/loft/108853/109015/
Okovoice Event Hall;Отель, зал;+7 985 922-29-19;N/A;https://www.loft2rent.ru/loft/180116/180119/
OLIVE — стильный универсальный зал для любых форматов праздников;Лофт, зал;+7 (903) 195-93-49;https://www.loft2rent.ru/loft/151727/;https://www.loft2rent.ru/loft/151727/202133/
Olivka LoftМногофункциональная площадка у м.Нагатинская;Конференц-зал, учебный зал;+7 910 469-49-27;N/A;https://www.loft2rent.ru/loft/134481/134698/
OLYMP — лофт, уютная веранда и гриль, в центре Москвы, 5 мин от метро;Лофт, ночной клуб, концертный зал;+7 958 578 23 62;https://twitter.com/AviatorLoft;https://www.loft2rent.ru/loft/3593/47570/
Omega Loft;Лофт, на открытом воздухе, веранда;+74958433175;https://www.loft2rent.ru/loft/108466/;https://www.loft2rent.ru/loft/108466/141794/
OMG VR - Лофты с виртуальной реальностьюБольшой лофт с виртуальной реальностью OMG VR на Каширке;Игровой зал, детский центр, антикафе;8 (499) 348-13-69;N/A;https://www.loft2rent.ru/loft/203323/203740/
OMG VR - Лофты с виртуальной реальностьюЛофт с антикафе и виртуальной реальностью OMG VR в Прокшино;Игровой зал, детский центр, квест;8 (499) 348-13-69;N/A;https://www.loft2rent.ru/loft/203323/203749/
OMG VR - Лофты с виртуальной реальностьюЛофт с виртуальной реальностью OMG VR Ленинский;Игровой зал, детский центр, антикафе;8 (499) 348-13-69;N/A;https://www.loft2rent.ru/loft/203323/203325/
OMG VR - Лофты с виртуальной реальностьюЛофт с плойкой и виртуальной реальностью на Дмитровской OMG VR;Лофт, игровой зал, детский центр, квест;8 (499) 348-13-69;N/A;https://www.loft2rent.ru/loft/203323/203761/
OMG VR - Лофты с виртуальной реальностьюПросторный лофт с виртуальной реальностью OMG VR в ТЦ Мариэль;Антикафе;8 (499) 348-13-69;N/A;https://www.loft2rent.ru/loft/203323/203480/
ONA;Лофт;89193444000;N/A;https://www.loft2rent.ru/loft/152461/152482/
One love Крыша в центре МосквыИглу на крыше на Смоленской;Крыша;84991130708;N/A;https://www.loft2rent.ru/loft/38596/38598/
One love Крыша в центре МосквыКрыша в центре Москвы с потрясающим видом (м. Маяковская);Крыша, шатер, на открытом воздухе, веранда;+7(499) 348-81-95;N/A;https://www.loft2rent.ru/loft/38596/108891/
One love Крыша в центре МосквыСветлый стильный лофт в небоскребе на 62 этаже с топовым видом на Москву;Аппартаменты;74991131244;N/A;https://www.loft2rent.ru/loft/38596/103902/
ONLY STARS;Коворкинг, лофт, игровой зал, детский центр;89778011521;N/A;https://www.loft2rent.ru/loft/161255/161259/
Open loft;Коворкинг;+79150883390;https://www.loft2rent.ru/loft/48959/;https://www.loft2rent.ru/loft/48959/143754/
optikov4Зал для тренингов;Конференц-зал;;N/A;https://www.loft2rent.ru/loft/182313/182315/
Orlov.eventMain Stage;;+79255165332;N/A;https://www.loft2rent.ru/loft/172081/200400/
Otrada LoftОтрада лофт;Кабинет, лофт, фотостудия;+79959183325;N/A;https://www.loft2rent.ru/loft/177610/177612/
OUTLOFT;Лофт, крыша, веранда;+7 495 120-19-05;https://www.loft2rent.ru/loft/5338/;https://www.loft2rent.ru/loft/5338/29276/
PALMA - красивый просторный лофт с шикарным звуком и интерьером возле метро;красивый просторный лофт с шикарным звуком и интерьером возле метро  - Лофт, бар, клуб;+79099060421;https://www.loft2rent.ru/loft/41462/;https://www.loft2rent.ru/loft/68944/68948/
Panorama by Cooper Space;Лофт;+7 985 348 9939;https://www.loft2rent.ru/loft/113410/;https://www.loft2rent.ru/loft/113410/148057/
PAPAYA loft;Лофт, зал, детский центр;+79999 695 345;N/A;https://www.loft2rent.ru/loft/90962/91043/
Party Hall loft;Лофт, зал;89103969188;N/A;https://www.loft2rent.ru/loft/97847/97849/
Party Hall Лофт для вечеринок;Лофт;89039328089;https://www.loft2rent.ru/loft/86655/;https://www.loft2rent.ru/loft/86655/86711/
Party Hard;Лофт, антикафе;+7 (812) 200-78-18;https://www.loft2rent.ru/loft/75982/;https://www.loft2rent.ru/loft/75982/77298/
Party HardNasa;Лофт, кальянная;+79264844002;N/A;https://www.loft2rent.ru/loft/88400/88523/
Party HardАлладин;Лофт;+79264844002;N/A;https://www.loft2rent.ru/loft/88400/88549/
Party HardБохо;Лофт;+79264844002;N/A;https://www.loft2rent.ru/loft/88400/88470/
Party HardБратство кольца;Лофт, кальянная;+79264844002;N/A;https://www.loft2rent.ru/loft/88400/88555/
Party HardГотэм сити;Лофт, кальянная;+79264844002;N/A;https://www.loft2rent.ru/loft/88400/88551/
Party HardДжокер;Лофт;+79264844002;N/A;https://www.loft2rent.ru/loft/88400/88506/
Party HardДиско;Кальянная;+79264844002;N/A;https://www.loft2rent.ru/loft/88400/138848/
Party HardИндиана Джонс;Лофт;+79264844002;N/A;https://www.loft2rent.ru/loft/88400/88553/
Party HardКарибы;Лофт;+79264844002;N/A;https://www.loft2rent.ru/loft/88400/98438/
Party HardКиото;Лофт;+79264844002;N/A;https://www.loft2rent.ru/loft/88400/88541/
Party HardЛофт Алиса в стране чудес на Белорусской;Лофт, антикафе, кальянная;+79035598471;N/A;https://www.loft2rent.ru/loft/136741/143469/
Party HardЛофт Атлантида на Белорусской;Лофт, антикафе, кальянная;+79035598471;N/A;https://www.loft2rent.ru/loft/136741/143468/
Party HardЛофт Афины на Киевской;Лофт;+79035598471;N/A;https://www.loft2rent.ru/loft/136741/136781/
Party HardЛофт Ацтеки на Киевской;Лофт;+79035598471;N/A;https://www.loft2rent.ru/loft/136741/136783/
Party HardЛофт Бали на Белорусской;Лофт, антикафе, кальянная;+79035598471;N/A;https://www.loft2rent.ru/loft/136741/143466/
Party HardЛофт Бегущий по Лезвию на Киевской;Лофт;+79035598471;N/A;https://www.loft2rent.ru/loft/136741/136779/
Party HardЛофт Вегас на Киевской;Лофт;+79035598471;N/A;https://www.loft2rent.ru/loft/136741/136792/
Party HardЛофт Великий Гэтсби на Белорусской;Лофт, клуб, антикафе, кальянная;+79035598471;N/A;https://www.loft2rent.ru/loft/136741/143462/
Party HardЛофт Джентельмены на Киевской;Лофт;+79035598471;N/A;https://www.loft2rent.ru/loft/136741/136756/
Party HardЛофт Друзья на Киевской;Лофт;+79035598471;N/A;https://www.loft2rent.ru/loft/136741/136743/
Party HardЛофт Дубаи на Киевской;Лофт;+79035598471;N/A;https://www.loft2rent.ru/loft/136741/136752/
Party HardЛофт Египет на Киевской;Лофт;+79035598471;N/A;https://www.loft2rent.ru/loft/136741/136794/
Party HardЛофт Китай на Киевской;Лофт;+79035598471;N/A;https://www.loft2rent.ru/loft/136741/136788/
Party HardЛофт Космо на Киевской;Лофт;+79035598471;N/A;https://www.loft2rent.ru/loft/136741/136790/
Party HardЛофт Малибу на Белорусской;Лофт, клуб, антикафе, кальянная;+79035598471;N/A;https://www.loft2rent.ru/loft/136741/143461/
Party HardЛофт Манхеттен на Киевской;Лофт;+79035598471;N/A;https://www.loft2rent.ru/loft/136741/136749/
Party HardЛофт Масонская ложа на Белорусской;Лофт, клуб, антикафе, кальянная;+79035598471;N/A;https://www.loft2rent.ru/loft/136741/143465/
Party HardЛофт Мехико на Киевской;Лофт;+79035598471;N/A;https://www.loft2rent.ru/loft/136741/136773/
Party HardЛофт Мэд Макс на Белорусской;Лофт, антикафе, кальянная;+79035598471;N/A;https://www.loft2rent.ru/loft/136741/143471/
Party HardЛофт Новый Орлеан на Киевской;Лофт;+79035598471;N/A;https://www.loft2rent.ru/loft/136741/136777/
Party HardЛофт РетроВейв на Киевской;Лофт;+79035598471;N/A;https://www.loft2rent.ru/loft/136741/136764/
Party HardЛофт Салем на Киевской;Лофт;+79035598471;N/A;https://www.loft2rent.ru/loft/136741/136766/
Party HardЛофт Сеул на Белорусской;Лофт, антикафе, кальянная;+79035598471;N/A;https://www.loft2rent.ru/loft/136741/143463/
Party HardЛофт Сканди на Киевской;Лофт;+79035598471;N/A;https://www.loft2rent.ru/loft/136741/136775/
Party HardЛофт Стамбул на Белорусской;Лофт, антикафе, кальянная;+79035598471;N/A;https://www.loft2rent.ru/loft/136741/143470/
Party HardЛофт Таити на Киевской;Лофт;+79035598471;N/A;https://www.loft2rent.ru/loft/136741/136745/
Party HardЛофт Тиффани на Киевской;Лофт;+79035598471;N/A;https://www.loft2rent.ru/loft/136741/136786/
Party HardЛофт Токио на Киевской;Лофт;+79035598471;N/A;https://www.loft2rent.ru/loft/136741/136759/
Party HardЛофт Чикаго на Киевской;Лофт;+79035598471;N/A;https://www.loft2rent.ru/loft/136741/136747/
Party HardЛофт Шале на Белорусской;Лофт, антикафе, кальянная;+79035598471;N/A;https://www.loft2rent.ru/loft/136741/143464/
Party HardЛофт Шанти на Белорусской;Лофт, антикафе, кальянная;+79035598471;N/A;https://www.loft2rent.ru/loft/136741/143467/
Party HardЛофт Эйфория на Киевской;Лофт;+79035598471;N/A;https://www.loft2rent.ru/loft/136741/136754/
Party HardОлимп;Лофт, кальянная;+79264844002;N/A;https://www.loft2rent.ru/loft/88400/88546/
Party HardОскар лофт;Лофт;89670301871;N/A;https://www.loft2rent.ru/loft/116084/132589/
Party HardТуманный лес;Лофт, кальянная;+79264844002;N/A;https://www.loft2rent.ru/loft/88400/88543/
Party HardХард Рок;Лофт;89670301871;N/A;https://www.loft2rent.ru/loft/116084/116086/
Party HardХогвартс;Лофт, кальянная;+79264844002;N/A;https://www.loft2rent.ru/loft/88400/88552/
PAVILION EVENT / Мероприятия, аренда лофт!Sweet Home;Лофт, фотостудия;89214495938;N/A;https://www.loft2rent.ru/loft/148807/174222/
"PAVILION EVENT / Мероприятия, аренда лофт!Зал ""Edison""";Лофт, фотостудия;89214495938;N/A;https://www.loft2rent.ru/loft/148807/149187/
"PAVILION EVENT / Мероприятия, аренда лофт!Зал ""Lumier""";Лофт, фотостудия;89214495938;N/A;https://www.loft2rent.ru/loft/148807/149086/
PAVILION EVENT / Мероприятия, аренда лофт!Зал Craft Room;Лофт, фотостудия;89214495938;N/A;https://www.loft2rent.ru/loft/148807/148876/
PAVILION EVENT / Мероприятия, аренда лофт!Зал Industry Hall;Лофт, фотостудия;89214495938;N/A;https://www.loft2rent.ru/loft/148807/148840/
PAVILION EVENT / Мероприятия, аренда лофт!Зал Old House;Фотостудия;89214495938;N/A;https://www.loft2rent.ru/loft/148807/148852/
PAVILION EVENT / Мероприятия, аренда лофт!Зал White room(циклорама);;89214495938;N/A;https://www.loft2rent.ru/loft/148807/174265/
PAVILION EVENT / Мероприятия, аренда лофт!Зал Вriхtоn;Лофт, фотостудия;89214495938;N/A;https://www.loft2rent.ru/loft/148807/148851/
PDVL SPOT;Зал;89169829305;N/A;https://www.loft2rent.ru/loft/200292/200302/
Pentahotel Москва, Арбат / Отель Пента Москва, АрбатPentaloft / Пенталофт;Банкетный зал, отель, ресторан, бар;+7 919 970-06-79;N/A;https://www.loft2rent.ru/loft/198993/199023/
Penthouse59Пентхаус в стиле high tech Москва Сити Башня Империя;Лофт;+79993597584;N/A;https://www.loft2rent.ru/loft/109421/109498/
people_loft people_loft;Лофт;89771127069;N/A;https://www.loft2rent.ru/loft/81919/81921/
Pepe Space / Пространство Пепе;Лофт, кальянная;+7 909 579 6460;N/A;https://www.loft2rent.ru/loft/113960/113991/
Petrof Loft;;+79213705762;N/A;https://www.loft2rent.ru/loft/100002/100004/
PetroffLoft;Лофт, бар;+79262125229;https://www.loft2rent.ru/loft/209121/;https://www.loft2rent.ru/loft/209121/209123/
PetrushkagroupЛофт под мероприятия;Ресторан, антикафе;89629115141;N/A;https://www.loft2rent.ru/loft/196459/196470/
Piano Loft;Банкетный зал, лофт, концертный зал;+79215901294;https://www.loft2rent.ru/loft/162657/;https://www.loft2rent.ru/loft/162657/162660/
Pink Loft;Кабинет, учебный зал, переговорная;+79150883390;https://www.loft2rent.ru/loft/48959/;https://www.loft2rent.ru/loft/48959/51034/
Pipes Studio;Лофт, зал, кальянная;+79998882069;N/A;https://www.loft2rent.ru/loft/195377/195406/
Place;Коворкинг, лофт, зал;+79995105599;https://www.loft2rent.ru/loft/81681/;https://www.loft2rent.ru/loft/81681/91390/
PLARTКонференц-зал для бизнес-ивентов в 1 км от Кремля;Лофт, зал, конференц-зал, учебный зал;+79858599162;N/A;https://www.loft2rent.ru/loft/28751/28754/
Platimum Ap с Джакузи у окна в Москва Сити;Апартаменты;89958998202;https://www.loft2rent.ru/loft/171815/;https://www.loft2rent.ru/loft/171815/172841/
Platinum Orange Ванна у окна Москва Сити!;Апартаменты;+79958998202;https://www.loft2rent.ru/loft/171815/;https://www.loft2rent.ru/loft/171815/184353/
"platon_studioзал ""Diana""";Лофт, зал, фотостудия;+79136886868;N/A;https://www.loft2rent.ru/loft/27889/36384/
"platon_studioЗал ""Platon""";Зал;+79136886868;N/A;https://www.loft2rent.ru/loft/27889/27894/
platon_studioСтудия 166;Лофт, зал, фотостудия, учебный зал;+79136886868;N/A;https://www.loft2rent.ru/loft/27889/88026/
PLAV BANYAPLAV BANYA, баня на яхте в центре Москвы;На открытом воздухе, теплоход, веранда;89099695025;N/A;https://www.loft2rent.ru/loft/168328/170248/
PlaykortПомещение под съемки;;+79060544499;N/A;https://www.loft2rent.ru/loft/137226/180772/
PlaykortСпортивно-развлекательная арена PLAYKORT в Мытищах;Лофт, игровой зал, детский центр;+79060544499;N/A;https://www.loft2rent.ru/loft/137226/143781/
PopcorpHorror house;Квест;+7(977) 149-38-94;N/A;https://www.loft2rent.ru/loft/123794/123824/
PopcorpSilent hill;Квест;+7(977) 149-38-94;N/A;https://www.loft2rent.ru/loft/123794/123819/
PopcorpПсихиатрическая больница;Фотостудия, квест;+7(977) 149-38-94;N/A;https://www.loft2rent.ru/loft/123794/123800/
Portal loft;Лофт;+79952367709;https://www.loft2rent.ru/loft/104813/;https://www.loft2rent.ru/loft/104813/104816/
posh_bar / пош бар;Отель, бар;+79689523333;N/A;https://www.loft2rent.ru/loft/65926/65928/
PRAVDA;Банкетный зал, конференц-зал;+79263427655;N/A;https://www.loft2rent.ru/loft/81145/81149/
Prazdnik_LoftKids Loft Oblaka;Лофт, игровой зал, детский центр, антикафе;;N/A;https://www.loft2rent.ru/loft/132229/132268/
Premier Апартаменты Москва-СитиCity Escape 1;Аппартаменты;+7 (925) 869 08 40;N/A;https://www.loft2rent.ru/loft/175169/175182/
Premier Апартаменты Москва-СитиEasy Living 1;Кабинет, аппартаменты;+7 (925) 869 08 40;N/A;https://www.loft2rent.ru/loft/175169/175178/
Premier Апартаменты Москва-СитиSerene Retreat 1;Аппартаменты;+7 (925) 869 08 40;N/A;https://www.loft2rent.ru/loft/175169/175177/
Premium air apartments;Апартаменты;+7 (902) 144-46-76;https://skyrent24.ru;https://www.loft2rent.ru/loft/19512/14410/
Premium Air Apartments 2;Апартаменты;+7 (902) 144-46-76;https://skyrent24.ru;https://www.loft2rent.ru/loft/19512/14419/
Premium Apartments in Moscow City;Апартаменты;89958998202;https://www.loft2rent.ru/loft/171815/;https://www.loft2rent.ru/loft/171815/173008/
Pride Lounge Тверская;Лофт, бар, кальянная;+7 (930) 999-22-33;N/A;https://www.loft2rent.ru/loft/87842/87848/
