Название компании,Название сделки,Телефон,Email,Сайт
Green&White Loft,Green&White Loft,79152876213,,https://www.loft2rent.ru/loft/121243
GreenHouse площадка для свадьбы,GreenHouse площадка для свадьбы,79585410041,,https://www.loft2rent.ru/loft/97591
Grey Green by Space &amp; Place (Грэй Грин бай Спейс&amp;Плэйс). Светлое пространство в современном стиле,Grey Green by Space &amp; Place (Грэй Грин бай Спейс&amp;Плэйс). Светлое пространство в современном стиле,79584974089,,https://www.reveltime.ru/venue/7465927?eventtype=vecherinka
Grey Loft,Grey Loft,79150883390,,https://www.loft2rent.ru/loft/48959
GreyGreen Event Space,GreyGreen Event Space,74991163431,,https://www.loft2rent.ru/loft/spaceandplace
Grill GradБанкетные домики,Grill GradБанкетные домики,79850088000,,https://www.loft2rent.ru/loft/89500/89504
GrillvetStudio,GrillvetStudio,79264959922,,https://www.loft2rent.ru/loft/209150/209166
GrotteGrotte,GrotteGrotte,79636224791,,https://www.loft2rent.ru/loft/162534/163118
GS Racing,GS Racing,79256566767,,https://www.loft2rent.ru/loft/95467/95532
H4U - Аренда залов и кабинетовЗал на Тверской / Пушкинской (П-602),H4U - Аренда залов и кабинетовЗал на Тверской / Пушкинской (П-602),79150624544,,https://www.loft2rent.ru/loft/69466/117328
Habr Media,Habr Media,,,https://habr.com
Hall 14. Атмосферный лофт с верандой,Hall 14. Атмосферный лофт с верандой,79031888081,,https://www.reveltime.ru/venue/5499756?eventtype=vecherinka
Hall of senses,Hall of senses,79269932100,,https://www.loft2rent.ru/loft/154114/154116
HANDБольшой зал,HANDБольшой зал,79267777108,,https://www.loft2rent.ru/loft/108735/108739
HANDВип зал,HANDВип зал,79267777108,,https://www.loft2rent.ru/loft/108735/168408
HANDВсе пространство,HANDВсе пространство,79267777108,,https://www.loft2rent.ru/loft/108735/168434
HANDКоворкинг,HANDКоворкинг,79267777108,,https://www.loft2rent.ru/loft/108735/168411
HANDСредний зал,HANDСредний зал,79267777108,,https://www.loft2rent.ru/loft/108735/168406
Harper’s Bazaar Russia,Harper’s Bazaar Russia,,d.khalfina@imedia.ru,https://bazaar.ru
HARRISON HALL,HARRISON HALL,78123171220,,https://www.loft2rent.ru/loft/5338
Hawaii House (Гавайи). Двухуровневый лофт в гавайском стиле,Hawaii House (Гавайи). Двухуровневый лофт в гавайском стиле,79584974084,,https://www.reveltime.ru/venue/4116659?eventtype=vecherinka
HeadHunter,HeadHunter,,opp@zarplata.ru,https://hh.ru
HeadHunter Group,HeadHunter Group,,opp@zarplata.ru,https://hh.ru
HeadHunter Tech,HeadHunter Tech,,opp@zarplata.ru,https://hh.ru
Hearst Shkulev Media,Hearst Shkulev Media,74956335757,info@shkulev.ru,https://shkulevholding.ru
HEARTSIDE HALL,HEARTSIDE HALL,78123171220,,https://www.loft2rent.ru/loft/5338
Helios,Helios,79281575247,,https://www.loft2rent.ru/loft/174101/174130
HeliosХелиус,HeliosХелиус,79281761202,,https://www.loft2rent.ru/loft/174101/175561
Hide,Hide,79200744958,,https://www.loft2rent.ru/loft/105797/105801
High Ground (Возвышенность). Вип-зал,High Ground (Возвышенность). Вип-зал,79676928564,,https://www.reveltime.ru/venue/5282071?eventtype=vecherinka
High Ground (Возвышенность). ВИП-кабинка для небольшой компании,High Ground (Возвышенность). ВИП-кабинка для небольшой компании,79893636021,,https://www.reveltime.ru/venue/4682067?eventtype=vecherinka
High Ground (Возвышенность). Зал Нью-Йорк,High Ground (Возвышенность). Зал Нью-Йорк,79386989873,,https://www.reveltime.ru/venue/4135370?eventtype=vecherinka
High Ground (Возвышенность). Просторный зал,High Ground (Возвышенность). Просторный зал,79676928564,,https://www.reveltime.ru/venue/5282130?eventtype=vecherinka
High Ground (Возвышенность). Просторный стильный лофт,High Ground (Возвышенность). Просторный стильный лофт,79584974160,,https://www.reveltime.ru/venue/4412936?eventtype=vecherinka
High Ground Основной Зал,High Ground Основной Зал,79773332218,,https://www.loft2rent.ru/loft/62564
HistoriaHistoria Event,HistoriaHistoria Event,79013898898,,https://www.loft2rent.ru/loft/198444/198451
"Hit MeetHIT & MEET, event loft","Hit MeetHIT & MEET, event loft",79130083858,,https://www.loft2rent.ru/loft/143726/143736
hobbit's house / Хоббит хаус,hobbit's house / Хоббит хаус,79993492320,,https://www.loft2rent.ru/loft/39383
Home Alone Loft Новосибирск Галущака 4,Home Alone Loft Новосибирск Галущака 4,79039328089,,https://www.loft2rent.ru/loft/86655
Honey,Honey,79055733733,,https://www.loft2rent.ru/loft/97743
HOOKAH - камерный лофт на Арбате,HOOKAH - камерный лофт на Арбате,79585782362,,https://www.loft2rent.ru/loft/loftaviator
"HOOKAH ARBAT - лофт на Арбате с грилем, верандой и комнатой для караоке и PS","HOOKAH ARBAT - лофт на Арбате с грилем, верандой и комнатой для караоке и PS",79184751299,,https://www.loft2rent.ru/loft/loftaviator
HookahPlace LagoЛаунж-бар HookahPlace Lago,HookahPlace LagoЛаунж-бар HookahPlace Lago,79255645675,,https://www.loft2rent.ru/loft/163918/167405
HOOKS,HOOKS,74951201905,,https://www.loft2rent.ru/loft/5338
Horror UniverseRAGE,Horror UniverseRAGE,74993222880,,https://www.loft2rent.ru/loft/74654/193602
Horror UniverseАлькатрас,Horror UniverseАлькатрас,74993222880,,https://www.loft2rent.ru/loft/74654/74934
Horror UniverseПриют,Horror UniverseПриют,74993222880,,https://www.loft2rent.ru/loft/74654/195105
Horse HouseESTATE LOFT,Horse HouseESTATE LOFT,79299069090,,https://www.loft2rent.ru/loft/123075/157694
Horse HouseЛофт пространство,Horse HouseЛофт пространство,79299069090,,https://www.loft2rent.ru/loft/123075/124286
HSE (Higher School of Economics),HSE (Higher School of Economics),,abitur@hse.ru,https://hse.ru
HSE Art & Design community,HSE Art & Design community,74956218711,abtrifonova@hse.ru,https://design.hse.ru
Hutton Development,Hutton Development,74956629480,hr@hutton.ru,https://hutton.ru
I need you space. Уютный лофт,I need you space. Уютный лофт,79099511234,,https://www.reveltime.ru/venue/3836995?eventtype=vecherinka
Ibis kitchen,Ibis kitchen,74956605353,,https://www.loft2rent.ru/loft/200502
IBS Group,IBS Group,74957950751,ibs@ibs.ru,https://ibs.ru
ICE караоке & club,ICE караоке & club,74999646911,,https://www.loft2rent.ru/loft/125492/125496
ICE караоке & clubКараоке Pesnya Арбат,ICE караоке & clubКараоке Pesnya Арбат,79151573439,,https://www.loft2rent.ru/loft/125492/149100
iConText Group,iConText Group,74999298595,hr@icontext.ru,https://icontextgroup.ru
Igloo Bar LoftAIR FLEX,Igloo Bar LoftAIR FLEX,79673771883,,https://www.loft2rent.ru/loft/197322/198857
Igloo Bar LoftLETS GO,Igloo Bar LoftLETS GO,79673771883,,https://www.loft2rent.ru/loft/197322/198862
Igloo Bar LoftNEO,Igloo Bar LoftNEO,79673771883,,https://www.loft2rent.ru/loft/197322/206747
Igloo Bar LoftTRX,Igloo Bar LoftTRX,79673771883,,https://www.loft2rent.ru/loft/197322/200045
Igloo Bar LoftЛофт со сценой,Igloo Bar LoftЛофт со сценой,79673771883,,https://www.loft2rent.ru/loft/197322/198880
Igloo Bar LoftСорель,Igloo Bar LoftСорель,79536380947,,https://www.loft2rent.ru/loft/202864/202866
Igloobar (Иглубар). Лофт с панорамным видом,Igloobar (Иглубар). Лофт с панорамным видом,74996488457,,https://www.reveltime.ru/venue/2962665?eventtype=vecherinka
Igloobar (Иглубар). Уникальный лофт-кинозал,Igloobar (Иглубар). Уникальный лофт-кинозал,74996488457,,https://www.reveltime.ru/venue/2793076?eventtype=vecherinka
Igloobar VIP беседка,Igloobar VIP беседка,74996819127,,https://www.loft2rent.ru/loft/79750
Igloobar Бауманская,Igloobar Бауманская,74996819127,,https://www.loft2rent.ru/loft/79750
Igloobar для компании,Igloobar для компании,74996819127,,https://www.loft2rent.ru/loft/79750
IIDF (FRII) ecosystem,IIDF (FRII) ecosystem,74952588877,accelerator@iidf.ru,https://iidf.ru
Ikra,Ikra,74996732255,,https://ikra.wrf.su/moscow
Ikura,Ikura,74951985858,,https://ikura.rest/
IL Патио,IL Патио,74996660400,info@ilpatio.ru,https://ilpatio.ru
Illuminator,Illuminator,79168125563,,https://www.loft2rent.ru/loft/178355/178357
IMA,IMA,74994440903,,https://ima.rest/
Imperia Sky Loft,Imperia Sky Loft,74999385501,info@imperiasky.ru,https://imperiasky.ru
Imperia Sky Loft - Лофт с шикарным видом на Москву с 43 этажа,Imperia Sky Loft - Лофт с шикарным видом на Москву с 43 этажа,74999385501,,https://www.loft2rent.ru/loft/70621
Imperial. Праздничный лофт-зал с большим столом,Imperial. Праздничный лофт-зал с большим столом,74994600028,,https://www.reveltime.ru/venue/4706073?eventtype=vecherinka
Impulse Space,Impulse Space,77264420150,,https://www.loft2rent.ru/loft/132331/132545
Independent Media,Independent Media,,pr@imedia.ru,https://imedia.ru
Independent Media brands,Independent Media brands,,pr@imedia.ru,https://imedia.ru
"Inflow PlaceЛофт Inflow, площадка для мастер-классов","Inflow PlaceЛофт Inflow, площадка для мастер-классов",79169866307,,https://www.loft2rent.ru/loft/180904/180911
INFLOWАренда залов INFLOW,INFLOWАренда залов INFLOW,79082080845,,https://www.loft2rent.ru/loft/169935/169945
INFOLOFTMSK (ИНФОЛОФТМСК). Лофт с уникальным дизайном,INFOLOFTMSK (ИНФОЛОФТМСК). Лофт с уникальным дизайном,79019397046,,https://www.reveltime.ru/venue/6549792?eventtype=vecherinka
Infowatch,Infowatch,74952290022,info@infowatch.ru,https://infowatch.ru
Ingosstrakh,Ingosstrakh,74959565555,chs@ingos.ru,https://www.ingos.ru
Ingrad,Ingrad,74959895121,broker@sminex.com,https://ingrad.ru
InOut,InOut,74991139976,,https://www.loft2rent.ru/loft/208551/208560
Insider Bar,Insider Bar,74953637744,,https://insiderbar.ru
Interactive,Interactive,73517794625,,https://www.loft2rent.ru/loft/102618/102639
InterMedia,InterMedia,,,https://www.intermedia.ru
IQBABYCLUBДетский лофт IQBABYCLUB,IQBABYCLUBДетский лофт IQBABYCLUB,79258986594,,https://www.loft2rent.ru/loft/130280/130287
IRRI-LOFTEvent-project,IRRI-LOFTEvent-project,79264037887,,https://www.loft2rent.ru/loft/51150/51161
IRRI-LOFTБизнес-gallery,IRRI-LOFTБизнес-gallery,79264037887,,https://www.loft2rent.ru/loft/51150/51157
Island Dance&AerialIsland Loft,Island Dance&AerialIsland Loft,74957788988,,https://www.loft2rent.ru/loft/87302/87439
Island loft,Island loft,78122497575,,https://www.loft2rent.ru/loft/74440
ITTEN HALL,ITTEN HALL,74951201905,,https://www.loft2rent.ru/loft/5338
IVI,IVI,,ksfv@e3rji.ibt,https://www.ivi.ru
IVI Originals,IVI Originals,,ksfv@e3rji.ibt,https://ivi.ru
IZI PLAYКиберклуб для турниров с экраном 5м,IZI PLAYКиберклуб для турниров с экраном 5м,79653805500,,https://www.loft2rent.ru/loft/181310/181312
Izmailov Loft (Измайлов Лофт). Дримзон,Izmailov Loft (Измайлов Лофт). Дримзон,79346692796,,https://www.reveltime.ru/venue/6012001?eventtype=vecherinka
Izmailov Loft (Измайлов Лофт). Лофт Венеция,Izmailov Loft (Измайлов Лофт). Лофт Венеция,79346657019,,https://www.reveltime.ru/venue/8004436?eventtype=vecherinka
Izmailov Loft (Измайлов Лофт). Лофт Гринвуд,Izmailov Loft (Измайлов Лофт). Лофт Гринвуд,79346692796,,https://www.reveltime.ru/venue/6017908?eventtype=vecherinka
Izmailov Loft (Измайлов Лофт). Лофт Диско,Izmailov Loft (Измайлов Лофт). Лофт Диско,79346692796,,https://www.reveltime.ru/venue/6017878?eventtype=vecherinka
Izmailov Loft (Измайлов Лофт). Лофт Кинозвезда,Izmailov Loft (Измайлов Лофт). Лофт Кинозвезда,79346692796,,https://www.reveltime.ru/venue/6011450?eventtype=vecherinka
Izmailov Loft (Измайлов Лофт). Лофт-зал в классическом стиле,Izmailov Loft (Измайлов Лофт). Лофт-зал в классическом стиле,79346692796,,https://www.reveltime.ru/venue/6017789?eventtype=vecherinka
Jazz Summer Nights Moscow,Jazz Summer Nights Moscow,74012956677,kaliningradcityjazz@mail.ru,https://jazzfestival.ru
Jenavi Club,Jenavi Club,79939872530,,https://www.loft2rent.ru/loft/151762/151764
JM LOFTАрт-Салон Теляковских (J&M LOFT),JM LOFTАрт-Салон Теляковских (J&M LOFT),78123094060,,https://www.loft2rent.ru/loft/101339/101342
JM LOFTЗал Звуки Музыки,JM LOFTЗал Звуки Музыки,78123094060,,https://www.loft2rent.ru/loft/101339/142705
JM LOFTЗал Мулен Руж,JM LOFTЗал Мулен Руж,78123094060,,https://www.loft2rent.ru/loft/101339/142716
JM LOFTЗал Скрипач на крыше,JM LOFTЗал Скрипач на крыше,78123094060,,https://www.loft2rent.ru/loft/101339/142711
JM LOFTЗал Чикаго,JM LOFTЗал Чикаго,78123094060,,https://www.loft2rent.ru/loft/101339/141974
Jordan lounge,Jordan lounge,79969402201,,https://www.loft2rent.ru/loft/176564/176566
Jun,Jun,74951898988,,https://jun.lucky-group.rest/
JUNGLE — атмосферный зал с природным стилем и большой зоной для танцев,JUNGLE — атмосферный зал с природным стилем и большой зоной для танцев,79031959349,,https://www.loft2rent.ru/loft/151727
JustLoft. Дизайнерское пространство,JustLoft. Дизайнерское пространство,79163797300,,https://www.reveltime.ru/venue/469715?eventtype=vecherinka
K - Club,K - Club,79060310683,,https://www.loft2rent.ru/loft/167261/167266
Kahovka loft,Kahovka loft,79296448663,,https://www.loft2rent.ru/loft/57063
Kahovka loft (Каховка Лофт). Неоновый лофт-зал,Kahovka loft (Каховка Лофт). Неоновый лофт-зал,79019317663,,https://www.reveltime.ru/venue/6921455?eventtype=vecherinka
Kaifuso,Kaifuso,74957302277,,https://kaifuso.rest/
Kalkutta Lounge BarКалькутта Лаундж Бар,Kalkutta Lounge BarКалькутта Лаундж Бар,79030136009,,https://www.loft2rent.ru/loft/186025/186027
Kamaz (МСК представительство),Kamaz (МСК представительство),,callcentre@kamaz.org,https://kamaz.ru
Kapital Bar,Kapital Bar,79111010009,,https://www.loft2rent.ru/loft/97173/97247
KapustaKapusta лофт,KapustaKapusta лофт,79660077731,,https://www.loft2rent.ru/loft/105669/105673
Kap’s StudiosСтудия 31 (Круглый),Kap’s StudiosСтудия 31 (Круглый),79689646312,,https://www.loft2rent.ru/loft/76891/107342
Karma Loft - в стиле суперметалл,Karma Loft - в стиле суперметалл,74950080403,,https://www.loft2rent.ru/loft/30985
KARTEL LOFT на Бауманской с караоке и PS 4 !,KARTEL LOFT на Бауманской с караоке и PS 4 !,74993021619,,https://www.loft2rent.ru/loft/66644
Kaspersky Lab,Kaspersky Lab,,enquiry.sea@kaspersky.com,https://www.kaspersky.ru
Kassir.ru,Kassir.ru,,partner@kassir.ru,https://www.kassir.ru
KELIA Business Club,KELIA Business Club,74957750720,club@kelia.me,https://kelia.me
Khlebozavod 9,Khlebozavod 9,,,https://hlebozavod9.ru
KiKi Event Dom,KiKi Event Dom,74952557080,,https://www.loft2rent.ru/loft/196138/196140
Kinoroom Loft,Kinoroom Loft,79651635011,,https://www.loft2rent.ru/loft/109019
KION,KION,,app@kion.ru,https://kion.ru
KIT Film Studio,KIT Film Studio,,begunov.andrey@gpm-kit.ru,https://kitstudio.ru
KM20,KM20,74959872220,,https://km20food.ru/
KODspaceKOD Space,KODspaceKOD Space,79006478722,,https://www.loft2rent.ru/loft/99475/99484
Koji,Koji,74958187788,,http://www.koji.lucky-group.ru/
Kommersant Publishing House,Kommersant Publishing House,74956463046,club@kommersant.ru,https://www.kommersant.ru
Korting Sky Room,Korting Sky Room,79160393574,,https://www.loft2rent.ru/loft/20188/26709
Krasota,Krasota,74957874787,,https://krasota.wrf.su/
Krisha loft (Крыша Лофт),Krisha loft (Крыша Лофт),79584974228,,https://www.reveltime.ru/venue/6498928?eventtype=vecherinka
Kristall loft,Kristall loft,74950080403,,https://www.loft2rent.ru/loft/30985
"KROV на КРИСТАЛЕ с Теплой верандой, Мощным звуком грилем в Готическом стиле","KROV на КРИСТАЛЕ с Теплой верандой, Мощным звуком грилем в Готическом стиле",79055448835,,https://www.loft2rent.ru/loft/13771
KSK “Agalarov Polo Division”,KSK “Agalarov Polo Division”,74959830603,hotel@crocusgroup.ru,https://agalarovestate.com
KSK “Moscow Equestrian Federation”,KSK “Moscow Equestrian Federation”,,info@fksr.ru,https://fksr.ru
KSK “Russian Polo Federation Base”,KSK “Russian Polo Federation Base”,74993808713,,https://polo-russia.ru
KSK “Torpin Gold”,KSK “Torpin Gold”,79629532244,,https://torpingold.ru
KSK “Zavidovo Golf & Polo”,KSK “Zavidovo Golf & Polo”,74992489999,booking.zavidovo@updk.ru,https://zavidovo.ru
KULT.GARAGE,KULT.GARAGE,79895952121,,https://www.loft2rent.ru/loft/190255/190257
KutuzovKytuzov VIP / Кутузов ВИП,KutuzovKytuzov VIP / Кутузов ВИП,79651011115,,https://www.loft2rent.ru/loft/51342/51345
La Bottega Siciliana,La Bottega Siciliana,74956600383,,https://bottega-siciliana.com/
La Marée,La Marée,74956940930,,https://la-maree.ru/
LAB16,LAB16,74952041617,,https://www.loft2rent.ru/loft/29454/29463
Lana Studio - Большой зал White,Lana Studio - Большой зал White,79055599860,,https://www.loft2rent.ru/loft/42478/46518
LANIT,LANIT,74959676650,compliance@lanit.ru,https://lanit.ru
LapTime Racing,LapTime Racing,78129065552,,https://www.loft2rent.ru/loft/72296
LargoCabinet Largo,LargoCabinet Largo,74952223848,,https://www.loft2rent.ru/loft/42437/42825
LargoБанкетный лофт на Ленинском,LargoБанкетный лофт на Ленинском,74952223848,,https://www.loft2rent.ru/loft/42437/42470
LargoУютный итальянский Ресторан,LargoУютный итальянский Ресторан,74952223848,,https://www.loft2rent.ru/loft/42437/42842
LargoУютный Лофт на Юго-Западе,LargoУютный Лофт на Юго-Западе,74952223848,,https://www.loft2rent.ru/loft/42437/42817
LAVANDA Loft,LAVANDA Loft,79772959526,,https://www.loft2rent.ru/loft/104772
Lavanda loft. Уютный лофт для различных событий,Lavanda loft. Уютный лофт для различных событий,79772959526,,https://www.reveltime.ru/venue/5908581?eventtype=vecherinka
Legacy Loft,Legacy Loft,79993492320,,https://www.loft2rent.ru/loft/39383
LEMagenta,LEMagenta,79852196657,,https://www.loft2rent.ru/loft/117722/131251
LEMagenta 115,LEMagenta 115,79852196657,,https://www.loft2rent.ru/loft/117722/131230
LEMagenta 81,LEMagenta 81,79852196657,,https://www.loft2rent.ru/loft/117722/131240
LEMagenta 85,LEMagenta 85,79852196657,,https://www.loft2rent.ru/loft/117722/131243
Lenfilm Production,Lenfilm Production,,info@lenfilm.ru,https://lenfilm.ru
Lenfilm Studios,Lenfilm Studios,,info@lenfilm.ru,https://lenfilm.ru
Lenny,Lenny,79910998158,,https://www.loft2rent.ru/loft/79932/79952
Lenta.ru,Lenta.ru,74957851700,info@lenta-co.ru,https://lenta.ru
LeonastageLight 100,LeonastageLight 100,79112600202,,https://www.loft2rent.ru/loft/152246/152723
Les Art Resort,Les Art Resort,74957729720,,https://lesartresort.ru
LeTO,LeTO,79853052200,,https://www.loft2rent.ru/loft/177699
Level 19 Лофт для закрытых вечеринок,Level 19 Лофт для закрытых вечеринок,79261003263,,https://www.reveltime.ru/venue/238467?eventtype=vecherinka
Level Group,Level Group,74950651678,commercial@levelgroup.ru,https://level.ru
Leveldva,Leveldva,79099590137,,https://leveldva.ru
Leveldva,Leveldva,79099590137,,https://ugolek.moscow/leveldva
LeView,LeView,79110991259,,https://www.loft2rent.ru/loft/145854/145859
LEАнгар,LEАнгар,79852196657,,https://www.loft2rent.ru/loft/117722/142720
LEАтом,LEАтом,79852196657,,https://www.loft2rent.ru/loft/117722/141694
LEДетский лофт Зайка,LEДетский лофт Зайка,79179287749,,https://www.loft2rent.ru/loft/117722/176043
LEИнфопространство,LEИнфопространство,79852196657,,https://www.loft2rent.ru/loft/117722/142714
LEКонцертный зал,LEКонцертный зал,79852196657,,https://www.loft2rent.ru/loft/117722/141701
LEЛекториум - Зал 1,LEЛекториум - Зал 1,79852196657,,https://www.loft2rent.ru/loft/117722/124127
LEЛекториум - Зал 2,LEЛекториум - Зал 2,79852196657,,https://www.loft2rent.ru/loft/117722/124161
LEЛекториум - Зал 3,LEЛекториум - Зал 3,79852196657,,https://www.loft2rent.ru/loft/117722/124173
LEЛекториум - зал 4,LEЛекториум - зал 4,79852196657,,https://www.loft2rent.ru/loft/117722/124179
LEЛекториум - Зал 5,LEЛекториум - Зал 5,79852196657,,https://www.loft2rent.ru/loft/117722/124184
LEЛекториум - Зал 6,LEЛекториум - Зал 6,79852196657,,https://www.loft2rent.ru/loft/117722/124192
LEЛекториум - Зал 7,LEЛекториум - Зал 7,79852196657,,https://www.loft2rent.ru/loft/117722/124229
LEЛекториум - Зал 8,LEЛекториум - Зал 8,79852196657,,https://www.loft2rent.ru/loft/117722/124238
LEМолекула,LEМолекула,79852196657,,https://www.loft2rent.ru/loft/117722/141662
Life / News Media Holding,Life / News Media Holding,,info@life.ru,https://life.ru
LimeLoft,LimeLoft,79957207249,,https://www.loft2rent.ru/loft/156511/157795
Linda de La. Арт-центр,Linda de La. Арт-центр,79859447970,,https://www.loft2rent.ru/loft/202713/202812
LisospaceLisoSpace,LisospaceLisoSpace,79259920483,,https://www.loft2rent.ru/loft/56856/56859
Live Stars (Лайв Старс). Лофт-ночной клуб,Live Stars (Лайв Старс). Лофт-ночной клуб,79584974228,,https://www.reveltime.ru/venue/2708141?eventtype=vecherinka
LiveStudio.moscow - студия записи подкастов Loft на Бауманской / Лофт на Бауманской,LiveStudio.moscow - студия записи подкастов Loft на Бауманской / Лофт на Бауманской,79253912007,,https://www.loft2rent.ru/loft/147438/147444
Lo/st Pravda (Ло/ст Правда). Светлый лофт,Lo/st Pravda (Ло/ст Правда). Светлый лофт,79584974331,,https://www.reveltime.ru/venue/3452070?eventtype=vecherinka
"LO/ST PravdaLO/ST Pravda. Зал ""s3 curry""","LO/ST PravdaLO/ST Pravda. Зал ""s3 curry""",74957890737,,https://www.loft2rent.ru/loft/42981/139387
"LO/ST PravdaLO/ST Pravda. Зал ""s7 beige""","LO/ST PravdaLO/ST Pravda. Зал ""s7 beige""",79771743777,,https://www.loft2rent.ru/loft/42981/42983
LOFT 15Белый лофт,LOFT 15Белый лофт,79852102473,,https://www.loft2rent.ru/loft/106466/106900
LOFT 15Синий лофт,LOFT 15Синий лофт,79852102473,,https://www.loft2rent.ru/loft/106466/106523
Loft 2&#039;25. Лофт со своей территорией,Loft 2&#039;25. Лофт со своей территорией,79263872518,,https://www.reveltime.ru/venue/317903?eventtype=vecherinka
Loft 519,Loft 519,79254329202,,https://www.loft2rent.ru/loft/161798/162046
Loft 519B.I.G,Loft 519B.I.G,79254329202,,https://www.loft2rent.ru/loft/161798/187169
LOFT AlibiLOFT ALIBI,LOFT AlibiLOFT ALIBI,79684417545,,https://www.loft2rent.ru/loft/39611/39613
Loft Berlin (Лофт Берлин). Стильный бар под закрытие,Loft Berlin (Лофт Берлин). Стильный бар под закрытие,79584630738,,https://www.reveltime.ru/venue/5138490?eventtype=vecherinka
Loft Bombay,Loft Bombay,79213552297,,https://www.loft2rent.ru/loft/176456/176462
Loft Cafe TipografiaВеранда с мягкими окнами,Loft Cafe TipografiaВеранда с мягкими окнами,79645240975,,https://www.loft2rent.ru/loft/56363/56404
Loft Cafe TipografiaВеранда с проектором и выходом на задний двор,Loft Cafe TipografiaВеранда с проектором и выходом на задний двор,79645240975,,https://www.loft2rent.ru/loft/56363/62006
Loft Cafe TipografiaВторой этаж,Loft Cafe TipografiaВторой этаж,79645240975,,https://www.loft2rent.ru/loft/56363/56416
"Loft Cafe TipografiaПервый этаж ""Бар""","Loft Cafe TipografiaПервый этаж ""Бар""",79645240975,,https://www.loft2rent.ru/loft/56363/56412
Loft COM.NATACOM.NATA Brick на пл.Восстания,Loft COM.NATACOM.NATA Brick на пл.Восстания,78122408585,,https://www.loft2rent.ru/loft/144088/144197
Loft COM.NATACOM.NATA Mini на пл.Восстания,Loft COM.NATACOM.NATA Mini на пл.Восстания,78122408585,,https://www.loft2rent.ru/loft/144088/144210
Loft COM.NATACOM.NATA Rock на пл.Восстания,Loft COM.NATACOM.NATA Rock на пл.Восстания,78122408585,,https://www.loft2rent.ru/loft/144088/144188
Loft COM.NATACOM.NATA UNO на пл. Восстания,Loft COM.NATACOM.NATA UNO на пл. Восстания,78122408585,,https://www.loft2rent.ru/loft/144088/144157
Loft D,Loft D,79112600202,,https://www.loft2rent.ru/loft/152246
Loft DoZari - лофт в центре Санкт-ПетербургаLoft DoZari / Лофт ДоЗари,Loft DoZari - лофт в центре Санкт-ПетербургаLoft DoZari / Лофт ДоЗари,79313114850,,https://www.loft2rent.ru/loft/142947/142949
"Loft Far4, Лофт Фарфор (Лофт Фар4)","Loft Far4, Лофт Фарфор (Лофт Фар4)",79346642952,,https://www.reveltime.ru/venue/3111224?eventtype=vecherinka
"Loft Far4, Лофт Фарфор (Лофт Фар4). Лофт80кв.м","Loft Far4, Лофт Фарфор (Лофт Фар4). Лофт80кв.м",79584973975,,https://www.reveltime.ru/venue/3111447?eventtype=vecherinka
Loft Franclin,Loft Franclin,79691553535,,https://www.loft2rent.ru/loft/178858
Loft Friends Пролетарская 114а,Loft Friends Пролетарская 114а,79039328089,,https://www.loft2rent.ru/loft/86655
loft GNEZDO (Лофт Гнездо),loft GNEZDO (Лофт Гнездо),79386989873,,https://www.reveltime.ru/venue/7325477?eventtype=vecherinka
loft GNEZDO (Лофт Гнездо). Двухуровневый лофт,loft GNEZDO (Лофт Гнездо). Двухуровневый лофт,79019397046,,https://www.reveltime.ru/venue/7623813?eventtype=vecherinka
Loft Gora Country ClubLoft Особняк,Loft Gora Country ClubLoft Особняк,79690615305,,https://www.loft2rent.ru/loft/202302/202354
LOFT HOUSE,LOFT HOUSE,79222004333,,https://www.loft2rent.ru/loft/68633/68635
Loft house,Loft house,79130696699,,https://www.loft2rent.ru/loft/79466/79469
Loft House - свадебный лофт с верандой на берегу реки,Loft House - свадебный лофт с верандой на берегу реки,74998881829,,https://www.loft2rent.ru/loft/1821
LOFT IDEALISTA - большая площадка в центре Москвы с верандой,LOFT IDEALISTA - большая площадка в центре Москвы с верандой,79099060421,,https://www.loft2rent.ru/loft/41462
Loft Lodge (Лофт Лодж) 1. Хорошо оборудованный лофт,Loft Lodge (Лофт Лодж) 1. Хорошо оборудованный лофт,79584974039,,https://www.reveltime.ru/venue/201724?eventtype=vecherinka
Loft Lodge (Лофт Лодж) 10. Дизайнерская площадка,Loft Lodge (Лофт Лодж) 10. Дизайнерская площадка,79910173255,,https://www.reveltime.ru/venue/6734234?eventtype=vecherinka
Loft Lodge (Лофт Лодж) 11,Loft Lodge (Лофт Лодж) 11,79019317685,,https://www.reveltime.ru/venue/7698450?eventtype=vecherinka
Loft Lodge (Лофт Лодж) 2. Лофт,Loft Lodge (Лофт Лодж) 2. Лофт,79584974039,,https://www.reveltime.ru/venue/4522925?eventtype=vecherinka
Loft Lodge (Лофт Лодж) 3. Двухуровневый лофт с двориком,Loft Lodge (Лофт Лодж) 3. Двухуровневый лофт с двориком,79386989873,,https://www.reveltime.ru/venue/4522931?eventtype=vecherinka
Loft Lodge (Лофт Лодж) 4. Двухэтажный лофт,Loft Lodge (Лофт Лодж) 4. Двухэтажный лофт,79584974084,,https://www.reveltime.ru/venue/2822352?eventtype=vecherinka
Loft Lodge (Лофт Лодж) 5. Стильное пространство,Loft Lodge (Лофт Лодж) 5. Стильное пространство,79584974064,,https://www.reveltime.ru/venue/2241775?eventtype=vecherinka
Loft Lodge (Лофт Лодж) 6,Loft Lodge (Лофт Лодж) 6,79346691548,,https://www.reveltime.ru/venue/4231354?eventtype=vecherinka
