id;status;display_name;legal_name;description;director_title;director_name;legal_address;registration_date;charter_capital;inn;ogrn;revenue;revenue_growth;category;category_parent;rbc_profile_url;source_url;source_page
47;Действует;ООО «АРТ-ДВ»;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ «АРТ-ДВ»;;Генеральный Директор;Селедцова Екатерина Сергеевна;край Приморский, м.о. Октябрьский, п. Дальневосточная МИС, ул. Рабочая, зд. 13а, офис 4;25.07.2017;10 000,0 ₽;2522003783;1172536027520;1 418 318 000,0 ₽;30,76%;Развлекательная деятельность;Спорт, отдых и развлечения;https://companies.rbc.ru/search/?query=2522003783;https://companies.rbc.ru/category/751-razvlekatelnaya_deyatelnost/;1
48;Действует;ООО «Аквапарк-Сувар»;Общество с ограниченной ответственностью «Аквапарк-Сувар»;;;;респ. Татарстан, г. Казань, ул. Фатыха Амирхана, д. 1;16.05.2007;300 000,0 ₽;1655137400;1071690031280;1 382 715 000,0 ₽;11,56%;Развлекательная деятельность;Спорт, отдых и развлечения;https://companies.rbc.ru/search/?query=1655137400;https://companies.rbc.ru/category/751-razvlekatelnaya_deyatelnost/;1
49;Действует;ООО УПРАВЛЯЮЩАЯ КОМПАНИЯ «КОЛЕСО ОБОЗРЕНИЯ»;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ «УПРАВЛЯЮЩАЯ КОМПАНИЯ «КОЛЕСО ОБОЗРЕНИЯ»;;Генеральный Директор;Будницкий Ефим Георгиевич;г. Москва, вн.тер.г. Муниципальный округ Останкинский, ул. 2-Я Останкинская, д. 3;19.11.2021;10 000,0 ₽;7708400062;1217700556028;1 358 699 000,0 ₽;3,76%;Развлекательная деятельность;Спорт, отдых и развлечения;https://companies.rbc.ru/search/?query=7708400062;https://companies.rbc.ru/category/751-razvlekatelnaya_deyatelnost/;1
50;Действует;ООО «ЛИДЕР-СТРОЙ»;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ «ЛИДЕР-СТРОЙ»;;Генеральный Директор;Алиев Башир Магомедович;респ. Ингушетия, г. Назрань, ул. Заводская, д. 16;03.09.2015;2 000 000,0 ₽;0608039298;1150608019297;1 340 999 000,0 ₽;316,78%;Развлекательная деятельность;Спорт, отдых и развлечения;https://companies.rbc.ru/search/?query=0608039298;https://companies.rbc.ru/category/751-razvlekatelnaya_deyatelnost/;1
51;Действует;ООО «Акватория развлечений»;Общество с ограниченной ответственностью «Акватория развлечений»;;Директор;Бордюгов Александр Васильевич;обл. Нижегородская, г. Нижний Новгород, пр-кт Гагарина, д. 35, к. 1, помещ. Усл.П4;30.03.2011;1 000 000,0 ₽;5262263285;1115262003933;1 275 096 000,0 ₽;14,64%;Развлекательная деятельность;Спорт, отдых и развлечения;https://companies.rbc.ru/search/?query=5262263285;https://companies.rbc.ru/category/751-razvlekatelnaya_deyatelnost/;1
52;Действует;ООО «СП ГРУПП»;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ «СП ГРУПП»;;Генеральный Директор;Машкара Николай Владимирович;г. Москва, вн.тер. г. Муниципальный округ Красносельский, ул. Краснопрудная, д. 15, помещ. 3н/2;08.02.2019;20 000,0 ₽;7726447306;1197746084887;1 220 136 000,0 ₽;412,66%;Развлекательная деятельность;Спорт, отдых и развлечения;https://companies.rbc.ru/search/?query=7726447306;https://companies.rbc.ru/category/751-razvlekatelnaya_deyatelnost/;1
53;Действует;АО «РУБИН»;АКЦИОНЕРНОЕ ОБЩЕСТВО «РУБИН»;;Генеральный Директор;Сафронов Сергей Геннадьевич;г. Санкт-Петербург, вн.тер.г. муниципальный округ Семеновский, ул. Марата, д. 86, литера А;03.06.1992;48 726,0 ₽;7809002741;1027810270388;1 217 082 000,0 ₽;3,85%;Развлекательная деятельность;Спорт, отдых и развлечения;https://companies.rbc.ru/search/?query=7809002741;https://companies.rbc.ru/category/751-razvlekatelnaya_deyatelnost/;1
54;Действует;ООО «ПИТЕРЛЭНД АКВА-СПА»;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ «ПИТЕРЛЭНД АКВА-СПА»;;Генеральный Директор;Крутиков Дмитрий Сергеевич;г. Санкт-Петербург, вн.тер.г. муниципальный округ № 65, пр-кт Приморский, д. 72, литера А, помещ. А1.03;27.05.2015;10 000,0 ₽;7814235445;1157847186221;1 078 014 000,0 ₽;18,80%;Развлекательная деятельность;Спорт, отдых и развлечения;https://companies.rbc.ru/search/?query=7814235445;https://companies.rbc.ru/category/751-razvlekatelnaya_deyatelnost/;1
55;Действует;ООО «ГАЛАНТИАНА»;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ «ГАЛАНТИАНА»;;Генеральный Директор;Старцев Михаил Юрьевич;обл. Иркутская, г. Иркутск, ул. Советская, стр. 130, офис 302;02.03.2015;10 000,0 ₽;3849051770;1153850008344;1 072 981 000,0 ₽;408,63%;Развлекательная деятельность;Спорт, отдых и развлечения;https://companies.rbc.ru/search/?query=3849051770;https://companies.rbc.ru/category/751-razvlekatelnaya_deyatelnost/;1
56;Действует;ООО «ПИ ОУ ДИ ГРУПП»;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ «ПИ ОУ ДИ ГРУПП»;;Генеральный Директор;Рыдзевская Ольга Александровна;г. Москва, вн.тер.г. муниципальный округ Бутырский, ул. Новодмитровская, д. 1, стр. 1, помещ. 3;26.03.2014;10 000,0 ₽;7714931520;1147746325341;962 948 000,0 ₽;41,15%;Развлекательная деятельность;Спорт, отдых и развлечения;https://companies.rbc.ru/search/?query=7714931520;https://companies.rbc.ru/category/751-razvlekatelnaya_deyatelnost/;1
57;Действует;ООО «ЗАМАНИЯ»;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ «ЗАМАНИЯ»;;Генеральный Директор;Ковшаров Павел Александрович;г. Москва, вн.тер.г. Муниципальный округ Ховрино, ул. Смольная, д. 24д;05.12.2016;28 571,0 ₽;9715285760;5167746409364;929 915 000,0 ₽;7,39%;Развлекательная деятельность;Спорт, отдых и развлечения;https://companies.rbc.ru/search/?query=9715285760;https://companies.rbc.ru/category/751-razvlekatelnaya_deyatelnost/;1
58;Действует;ООО «ЭРВЕЗ»;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ «ЭРВЕЗ»;;Генеральный Директор;Зонабенд Вероника Феликсовна;г. Москва, вн.тер.г. муниципальный округ Арбат, пер. Романов, д. 2, стр. 1, эт 2 пом I ком 3а;17.04.2019;100 000,0 ₽;7704488250;1197746270204;924 303 000,0 ₽;89,83%;Развлекательная деятельность;Спорт, отдых и развлечения;https://companies.rbc.ru/search/?query=7704488250;https://companies.rbc.ru/category/751-razvlekatelnaya_deyatelnost/;1
59;Действует;ООО «КИДБУРГ»;Общество с ограниченной ответственностью «КИДБУРГ»;;Генеральный Директор;Крылова Эльвира Борисовна;г. Санкт-Петербург, вн.тер.г. Муниципальный округ Гагаринское, пр-кт Космонавтов, д. 14, литера Б, помещ. 1-Н, помещ. Часть Помещения 131 Комната 1;28.07.2011;32 713 676,32 ₽;7802758313;1117847311383;877 606 000,0 ₽;9,74%;Развлекательная деятельность;Спорт, отдых и развлечения;https://companies.rbc.ru/search/?query=7802758313;https://companies.rbc.ru/category/751-razvlekatelnaya_deyatelnost/;1
60;Действует;ООО «КОНЦЕРТНЫЕ ПЛОЩАДКИ»;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ «КОНЦЕРТНЫЕ ПЛОЩАДКИ»;;Генеральный Директор;Бесков Вадим Романович;г. Москва, вн.тер. г. Муниципальный округ Таганский, ул. Воронцовская, д. 1/3, стр. 2, помещ. 2 (2 этаж);09.03.2017;12 010 000,0 ₽;1655382786;1171690022162;847 997 000,0 ₽;40,73%;Развлекательная деятельность;Спорт, отдых и развлечения;https://companies.rbc.ru/search/?query=1655382786;https://companies.rbc.ru/category/751-razvlekatelnaya_deyatelnost/;1
61;Действует;ООО «Белая Сфера-Констракшн»;Общество с ограниченной ответственностью «Белая Сфера-Констракшн»;;Генеральный Директор;Кузнецов Виталий Валерьевич;г. Москва, вн.тер. г. Муниципальный округ Пресненский, ул. Малая Грузинская, д. 28, этаж 14, помещ. V/ком. 14/офис 74;20.05.2011;100 000,0 ₽;7714840640;1117746396976;805 444 000,0 ₽;4,46%;Развлекательная деятельность;Спорт, отдых и развлечения;https://companies.rbc.ru/search/?query=7714840640;https://companies.rbc.ru/category/751-razvlekatelnaya_deyatelnost/;1
62;Действует;ООО «ТУР»;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ «ТУР»;;Генеральный Директор;Юсупов Динар Илдарович;респ. Башкортостан, г. Уфа, ул. Рихарда Зорге, д. 61/1, помещ. 7;26.02.2019;10 000,0 ₽;0275917546;1190280014385;787 974 000,0 ₽;6,08%;Развлекательная деятельность;Спорт, отдых и развлечения;https://companies.rbc.ru/search/?query=0275917546;https://companies.rbc.ru/category/751-razvlekatelnaya_deyatelnost/;1
63;Действует;ООО «ИНТЕР ПАРК»;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ «ИНТЕР ПАРК»;;Генеральный Директор;Веретенников Иван Владимирович;обл. Рязанская, м.р-н Рязанский, с. Поляны, ул. Жемчужная, д. 1;09.04.2004;15 000,0 ₽;6230050110;1046213003440;762 397 000,0 ₽;22,06%;Развлекательная деятельность;Спорт, отдых и развлечения;https://companies.rbc.ru/search/?query=6230050110;https://companies.rbc.ru/category/751-razvlekatelnaya_deyatelnost/;1
64;Действует;ООО «Славтэк-Юг»;Общество с ограниченной ответственностью «Славтэк-Юг»;;Генеральный Директор;Лелькова Виктория Валерьевна;край Краснодарский, г. Геленджик, ул. Туристическая, д. 23;03.01.2002;11 610 000,0 ₽;2330028657;1022303618545;730 626 000,0 ₽;18,64%;Развлекательная деятельность;Спорт, отдых и развлечения;https://companies.rbc.ru/search/?query=2330028657;https://companies.rbc.ru/category/751-razvlekatelnaya_deyatelnost/;1
65;Действует;ООО «ВОК ГОРИЗОНТ»;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ «ВОДНО-ОЗДОРОВИТЕЛЬНЫЙ КОМПЛЕКС «ГОРИЗОНТ»;;Генеральный Директор;Загоруйко Александр Владимирович;Ростовская обл., г. Ростов-на-Дону, пр-кт. Михаила Нагибина, зд. 34, офис. 46;30.09.2019;887 127 983,0 ₽;6161089219;1196196039896;726 895 000,0 ₽;8,15%;Развлекательная деятельность;Спорт, отдых и развлечения;https://companies.rbc.ru/search/?query=6161089219;https://companies.rbc.ru/category/751-razvlekatelnaya_deyatelnost/;1
66;Действует;ООО «МЕНС ГРУП»;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ «МЕНС ГРУП»;;Генеральный Директор;Клюев Андрей Игоревич;г. Москва, вн.тер. г. Муниципальный округ Таганский, пер. Шелапутинский, д. 1, помещ. 1н;06.11.2013;25 000,0 ₽;7724897300;5137746040152;720 920 000,0 ₽;168,11%;Развлекательная деятельность;Спорт, отдых и развлечения;https://companies.rbc.ru/search/?query=7724897300;https://companies.rbc.ru/category/751-razvlekatelnaya_deyatelnost/;1
67;Действует;ООО «Мечтариум»;Общество с ограниченной ответственностью «Мечтариум»;;Генеральный Директор;Загубина Юлия Юрьевна;г. Москва, вн.тер.г. муниципальный округ Хорошевский, б-р Ходынский, д. 4, эт 6 пом 4002.2.210;17.08.2010;20 000,0 ₽;7728745594;1107746648250;703 130 000,0 ₽;4,40%;Развлекательная деятельность;Спорт, отдых и развлечения;https://companies.rbc.ru/search/?query=7728745594;https://companies.rbc.ru/category/751-razvlekatelnaya_deyatelnost/;1
68;Действует;ООО «СИА»;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ «СИА ГРУПП»;;Генеральный Директор;Дооран Кызы Нуриза;г. Москва, вн.тер. г. Муниципальный округ Очаково-Матвеевское, ш. Очаковское, д. 28, стр. 2, помещ. 8а/3/3;07.04.2014;10 000,0 ₽;7717781223;1147746382332;674 930 000,0 ₽;—;Развлекательная деятельность;Спорт, отдых и развлечения;https://companies.rbc.ru/search/?query=7717781223;https://companies.rbc.ru/category/751-razvlekatelnaya_deyatelnost/;1
69;Действует;ООО «КЛЕВЕР ФАН»;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ «КЛЕВЕР ФАН»;;Генеральный Директор;Дударев Сергей Владимирович;обл. Новосибирская, г. Бердск, ул. Автолюбителей, д. 12;20.10.2015;12 500,0 ₽;5445020459;1155476112626;674 212 000,0 ₽;—;Развлекательная деятельность;Спорт, отдых и развлечения;https://companies.rbc.ru/search/?query=5445020459;https://companies.rbc.ru/category/751-razvlekatelnaya_deyatelnost/;1
70;Действует;ООО «ЛАДЭКСПО»;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ «ЛАДЭКСПО»;;Генеральный Директор;Чернышев Алексей Валентинович;г. Москва, вн.тер.г. Муниципальный округ Таганский, пер. Большой Дровяной, д. 20, стр. 2, этаж 3, ком. 1-5;09.04.2015;11 000,0 ₽;7717285345;1157746323558;672 963 000,0 ₽;26,62%;Развлекательная деятельность;Спорт, отдых и развлечения;https://companies.rbc.ru/search/?query=7717285345;https://companies.rbc.ru/category/751-razvlekatelnaya_deyatelnost/;1
71;Действует;ООО «ГПКиО»;Общество с ограниченной ответственностью «Городской парк культуры и отдыха»;;Генеральный Директор;Тагиров Альберт Камилевич;обл. Тюменская, г. Тюмень, ул. Холодильная, д. 83;03.04.2003;3 472 600,0 ₽;7202115021;1037200596124;664 942 000,0 ₽;44,94%;Развлекательная деятельность;Спорт, отдых и развлечения;https://companies.rbc.ru/search/?query=7202115021;https://companies.rbc.ru/category/751-razvlekatelnaya_deyatelnost/;1
72;Действует;ООО «АЭРОБРАШ Медиа»;Общество с ограниченной ответственностью «АЭРОБРАШ Медиа»;;Генеральный Директор;Шилкина Татьяна Дмитриевна;г. Москва, вн.тер. г. Муниципальный округ Лефортово, пр-д 1-Й Краснокурсантский, д. 5/7, помещ. 6в/2п;18.03.2008;15 000,0 ₽;7743683590;1087746370084;646 321 000,0 ₽;—;Развлекательная деятельность;Спорт, отдых и развлечения;https://companies.rbc.ru/search/?query=7743683590;https://companies.rbc.ru/category/751-razvlekatelnaya_deyatelnost/;1
73;Действует;ООО «КОННЕКТ»;Общество с ограниченной ответственностью «КОННЕКТ»;;Генеральный Директор;Насиров Заур Махирович;обл. Ульяновская, г. Ульяновск, ул. Федерации, д. 25, этаж 3, помещ. 29;06.11.2015;1 000 000,0 ₽;7325140324;1157325006630;598 875 000,0 ₽;56,65%;Развлекательная деятельность;Спорт, отдых и развлечения;https://companies.rbc.ru/search/?query=7325140324;https://companies.rbc.ru/category/751-razvlekatelnaya_deyatelnost/;1
74;Действует;ООО «Видео Ленд»;Общество с ограниченной ответственностью «Видео Ленд»;;Генеральный Директор;Сухочева Светлана Викторовна;г. Москва, вн.тер.г. муниципальный округ Хорошево-Мневники, ул. 3-я Хорошёвская, д. 12, ком. 7;12.02.2007;17 000,0 ₽;7701704424;1077746327174;596 271 000,0 ₽;133,71%;Развлекательная деятельность;Спорт, отдых и развлечения;https://companies.rbc.ru/search/?query=7701704424;https://companies.rbc.ru/category/751-razvlekatelnaya_deyatelnost/;1
75;Действует;ООО «МЕДИА ЭСТЕЙТ»;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ «МЕДИА ЭСТЕЙТ»;;Генеральный Директор;Стеганцова Александра Владимировна;г. Москва, вн.тер.г. Муниципальный округ Замоскворечье, ул. Большая Серпуховская, д. 44, этаж/помещ 3/I, ком./офис 3/6;08.10.2021;25 503 155,0 ₽;9705160183;1217700478951;570 892 000,0 ₽;39,90%;Развлекательная деятельность;Спорт, отдых и развлечения;https://companies.rbc.ru/search/?query=9705160183;https://companies.rbc.ru/category/751-razvlekatelnaya_deyatelnost/;1
76;Действует;ООО «ТРЕНД ТОЙС»;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ «ТРЕНД ТОЙС»;;Генеральный Директор;Семенов Олег Дмитриевич;г. Москва, вн.тер. г. Муниципальный округ Печатники, д. 6, стр. 2;26.06.2019;1 600 000,0 ₽;7724480971;1197746407980;552 949 000,0 ₽;107,01%;Развлекательная деятельность;Спорт, отдых и развлечения;https://companies.rbc.ru/search/?query=7724480971;https://companies.rbc.ru/category/751-razvlekatelnaya_deyatelnost/;1
77;Действует;ООО «ДИСКАВЕРИ УОРЛД АКВАРИУМ»;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ «ДИСКАВЕРИ УОРЛД АКВАРИУМ»;;Генеральный Директор;Степаненко Сергей Иванович;Краснодарский край., г. Сочи, ул. Ленина, дом 219А/4, оф. 1;13.07.2016;342 264 915,0 ₽;2317081933;1162367053760;535 832 000,0 ₽;9,33%;Развлекательная деятельность;Спорт, отдых и развлечения;https://companies.rbc.ru/search/?query=2317081933;https://companies.rbc.ru/category/751-razvlekatelnaya_deyatelnost/;1
78;Действует;ООО «Аттракцион-Экспо»;Общество с ограниченной ответственностью «Аттракцион-Экспо»;;Генеральный Директор;Вуймин Борис Борисович;г. Москва, вн.тер. г. Муниципальный округ Якиманка, ул. Большая Полянка, д. 42, стр. 1, помещ. 4/1;17.12.2009;10 000,0 ₽;7717665072;1097746813856;524 195 000,0 ₽;-10,99%;Развлекательная деятельность;Спорт, отдых и развлечения;https://companies.rbc.ru/search/?query=7717665072;https://companies.rbc.ru/category/751-razvlekatelnaya_deyatelnost/;1
79;Действует;ООО «НИКАПОЙНТ»;Общество с ограниченной ответственностью «НИКАПОЙНТ»;;Генеральный Директор;Майборода Олег Григорьевич;г. Москва, вн.тер.г. Муниципальный округ Текстильщики, пр-кт Волгоградский, д. 45, стр. 1, помещ. 1н/3;29.07.2009;12 500,0 ₽;7734616371;1097746410761;518 971 000,0 ₽;90,64%;Развлекательная деятельность;Спорт, отдых и развлечения;https://companies.rbc.ru/search/?query=7734616371;https://companies.rbc.ru/category/751-razvlekatelnaya_deyatelnost/;1
80;Действует;ООО «ЦПР им. М. Горького»;Общество с ограниченной ответственностью «Центральный парк развлечений им. М. Горького»;;Генеральный Директор;Кожевников Сергей Викторович;край Пермский, г. Пермь, ул. Сибирская, д. 49, офис 306;11.11.1997;2 325 000,0 ₽;5904005185;1025900903049;490 036 000,0 ₽;18,43%;Развлекательная деятельность;Спорт, отдых и развлечения;https://companies.rbc.ru/search/?query=5904005185;https://companies.rbc.ru/category/751-razvlekatelnaya_deyatelnost/;1
81;Действует;ООО «ПС ТЕХНОЛОДЖИ ГРУПП»;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ «ПС ТЕХНОЛОДЖИ ГРУПП»;;Генеральный Директор;Крылова Ольга Олеговна;г. Москва, вн.тер.г. Муниципальный округ Щукино, ул. Маршала Рыбалко, д. 2, к. 6, помещ. 29н/7;01.09.2015;62 500,0 ₽;7734361892;1157746803455;487 950 000,0 ₽;402,47%;Развлекательная деятельность;Спорт, отдых и развлечения;https://companies.rbc.ru/search/?query=7734361892;https://companies.rbc.ru/category/751-razvlekatelnaya_deyatelnost/;1
82;Действует;ООО КБ «ИСКРА»;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ КБ «ИСКРА»;;Генеральный Директор;Повстюк Максим Михайлович;г. Москва, вн.тер.г. Муниципальный округ Хорошево-Мневники, пр-кт Маршала Жукова, д. 2, к. 2, эт./помещ 4/403/4;30.03.2015;10 000,0 ₽;7702380099;1157746280614;478 452 000,0 ₽;43,82%;Развлекательная деятельность;Спорт, отдых и развлечения;https://companies.rbc.ru/search/?query=7702380099;https://companies.rbc.ru/category/751-razvlekatelnaya_deyatelnost/;1
83;Действует;ООО «СИЛА СВЕТА ШОУ»;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ «СИЛА СВЕТА ШОУ»;;Генеральный Директор;Боженкова Мария Игоревна;г. Москва, кв-л. 137а Самаркандский Бульвар, Квартал 137а, корп. 11, кв. 117;13.10.2016;10 000,0 ₽;9705077986;5167746207294;461 318 000,0 ₽;2,04%;Развлекательная деятельность;Спорт, отдых и развлечения;https://companies.rbc.ru/search/?query=9705077986;https://companies.rbc.ru/category/751-razvlekatelnaya_deyatelnost/;1
84;Действует;ООО «ТУРИСТ»;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ «ТУРИСТ»;;Директор;Дзугулов Владислав Валерьевич;респ. Кабардино-Балкарская, г. Нальчик, пр-кт Ленина, д. 75, кв. 3;11.11.2009;10 000,0 ₽;0725001040;1090725000904;452 900 000,0 ₽;56512,50%;Развлекательная деятельность;Спорт, отдых и развлечения;https://companies.rbc.ru/search/?query=0725001040;https://companies.rbc.ru/category/751-razvlekatelnaya_deyatelnost/;1
85;Действует;ООО Агентство «КЭНДИ ИВЕНТ»;Общество с ограниченной ответственностью Агентство «КЭНДИ ИВЕНТ»;;Генеральный Директор;Ярыгина Екатерина Владимировна;г. Москва, вн.тер.г. Муниципальный округ Пресненский, пр-д Шмитовский, д. 16, стр. 2, помещ. 4/1/1, ком. 3;02.04.2013;27 000,0 ₽;7705537118;1137746288470;451 765 000,0 ₽;-10,38%;Развлекательная деятельность;Спорт, отдых и развлечения;https://companies.rbc.ru/search/?query=7705537118;https://companies.rbc.ru/category/751-razvlekatelnaya_deyatelnost/;1
86;Действует;ООО «ТРАЕКТОРИЯ»;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ «ТРАЕКТОРИЯ»;;Генеральный Директор;Андрусевская Татьяна Петровна;г. Москва, вн.тер.г. Муниципальный округ Даниловский, ул. 2-Я Рощинская, д. 10, помещ. 113;26.11.2018;10 000,0 ₽;7734418010;1187746961676;451 860 000,0 ₽;199,39%;Развлекательная деятельность;Спорт, отдых и развлечения;https://companies.rbc.ru/search/?query=7734418010;https://companies.rbc.ru/category/751-razvlekatelnaya_deyatelnost/;1
87;Действует;ООО «ПРОДАКШЕН ЦЕНТР»;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ «ПРОДАКШЕН ЦЕНТР»;;Генеральный Директор;Булгаков Алексей Борисович;г. Москва, вн.тер. г. Муниципальный округ Хамовники, пер. Большой Саввинский, д. 12, стр. 18, этаж 2, помещ. VI ком. №1;11.04.2016;500 000,0 ₽;7725313691;1167746362948;450 593 000,0 ₽;37,15%;Развлекательная деятельность;Спорт, отдых и развлечения;https://companies.rbc.ru/search/?query=7725313691;https://companies.rbc.ru/category/751-razvlekatelnaya_deyatelnost/;1
88;Действует;ООО «ЛОТУС МЬЮЗИК»;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ «ЛОТУС МЬЮЗИК»;;Генеральный Директор;Алиев Бахтияр Междин Оглы;г. Москва, вн.тер.г. Муниципальный округ Очаково-Матвеевское, ул. Наташи Ковшовой, д. 17, кв. 63;17.11.2015;10 000,0 ₽;1658184581;1151690093752;431 432 000,0 ₽;287,87%;Развлекательная деятельность;Спорт, отдых и развлечения;https://companies.rbc.ru/search/?query=1658184581;https://companies.rbc.ru/category/751-razvlekatelnaya_deyatelnost/;1
89;Действует;ООО «АЛИОТ»;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ «АЛИОТ»;;Генеральный Директор;Мирончик Евгений Геннадьевич;г. Москва, вн.тер. г. Муниципальный округ Мещанский, пер. Астраханский, д. 1/15, помещ. 7/1;03.06.2019;10 000,0 ₽;7702469928;1197746357192;423 568 000,0 ₽;-57,55%;Развлекательная деятельность;Спорт, отдых и развлечения;https://companies.rbc.ru/search/?query=7702469928;https://companies.rbc.ru/category/751-razvlekatelnaya_deyatelnost/;1
90;Действует;ООО «НС ИВЕНТ МЕНЕДЖМЕНТ»;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ «НС ИВЕНТ МЕНЕДЖМЕНТ»;;Генеральный Директор;Рахман Павел Анисурович;г. Москва, вн.тер.г. муниципальный округ Нижегородский, ул. Нижегородская, д. 29-33, стр. 15, эт 3 офис 335в;07.07.2015;10 000,0 ₽;9715204619;1157746608304;410 911 000,0 ₽;2,91%;Развлекательная деятельность;Спорт, отдых и развлечения;https://companies.rbc.ru/search/?query=9715204619;https://companies.rbc.ru/category/751-razvlekatelnaya_deyatelnost/;1
91;Действует;ООО «КУЛЬТУРА СОБЫТИЙ»;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ «КУЛЬТУРА СОБЫТИЙ»;;Директор;Краснова Дарья Александровна;обл. Кемеровская область - Кузбасс, г. Кемерово, пр-кт Октябрьский, д. 53/2;04.04.2011;2 055 000,0 ₽;4205219175;1114205007400;408 966 000,0 ₽;20,35%;Развлекательная деятельность;Спорт, отдых и развлечения;https://companies.rbc.ru/search/?query=4205219175;https://companies.rbc.ru/category/751-razvlekatelnaya_deyatelnost/;1
92;Действует;ООО «АСБПРО»;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ «АСБПРО»;;Генеральный Директор;Роговский Дмитрий Борисович;обл. Московская, г. Ивантеевка, пр-д Студенческий, д. 5, помещ. 20;06.02.2018;10 000,0 ₽;5038131805;1185050000948;392 292 000,0 ₽;12,97%;Развлекательная деятельность;Спорт, отдых и развлечения;https://companies.rbc.ru/search/?query=5038131805;https://companies.rbc.ru/category/751-razvlekatelnaya_deyatelnost/;1
93;Действует;ООО «БРЕНДИНГ ЛАБОРАТОРИЯ»;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ «БРЕНДИНГ ЛАБОРАТОРИЯ»;;Генеральный Директор;Джафарова Александра Борисовна;г. Москва, вн.тер.г. муниципальный округ Замоскворечье, ул. Зацепа, д. 26, стр. 1, помещ. 1;28.03.2012;14 000,0 ₽;7701951818;1127746218038;387 438 000,0 ₽;24,45%;Развлекательная деятельность;Спорт, отдых и развлечения;https://companies.rbc.ru/search/?query=7701951818;https://companies.rbc.ru/category/751-razvlekatelnaya_deyatelnost/;1
94;Действует;ООО «РЦП»;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ «РЦП»;;Генеральный Директор;Уткин Михаил Андреевич;г. Санкт-Петербург, вн.тер.г. Муниципальный округ Волковское, ул. Бухарестская, д. 30, помещ. 2н Ч.пом. 86;22.04.2021;10 000,0 ₽;7816717116;1217800065768;383 389 000,0 ₽;118,32%;Развлекательная деятельность;Спорт, отдых и развлечения;https://companies.rbc.ru/search/?query=7816717116;https://companies.rbc.ru/category/751-razvlekatelnaya_deyatelnost/;1
